"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_009914415.1_ASM991441v1","GCF_009914435.1_ASM991443v1","GCF_009914475.1_ASM991447v1","GCA_010918035.1_ASM1091803v1","GCF_009914375.1_ASM991437v1","GCF_002953575.2_ASM295357v2","GCF_009734145.1_ASM973414v1","GCF_009914395.1_ASM991439v1","GCF_009296145.1_ASM929614v1","GCF_010917815.1_ASM1091781v1"
"GCA_010918035.1_ASM1091803v1_CDS_0817","cloud","","1","1","1.0","NA","NA","","","","413","413","413.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0817","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_1457","shell","","7","7","1.0","NA","NA","","","","2633","2633","2633.0","GCF_009914415.1_ASM991441v1_CDS_1300","GCF_009914435.1_ASM991443v1_CDS_1208","GCF_009914475.1_ASM991447v1_CDS_1055","GCA_010918035.1_ASM1091803v1_CDS_1457","GCF_009914375.1_ASM991437v1_CDS_1909","","","","GCF_009296145.1_ASM929614v1_CDS_1661","GCF_010917815.1_ASM1091781v1_CDS_1652"
"GCA_010918035.1_ASM1091803v1_CDS_2001","cloud","","1","1","1.0","NA","NA","","","","1208","1208","1208.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2001","","","","","",""
"GCF_009734145.1_ASM973414v1_CDS_1835","cloud","","2","2","1.0","NA","NA","","","","410","410","410.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1747","GCF_009734145.1_ASM973414v1_CDS_1835","","",""
"GCF_009734145.1_ASM973414v1_CDS_2283","cloud","","1","1","1.0","NA","NA","","","","593","593","593.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2283","","",""
"GCF_009734145.1_ASM973414v1_CDS_2765","cloud","","2","2","1.0","NA","NA","","","","254","356","305.0","","","","","","","GCF_009734145.1_ASM973414v1_CDS_2765","","","GCF_010917815.1_ASM1091781v1_CDS_2678"
"GCF_009914395.1_ASM991439v1_CDS_0191","cloud","","1","1","1.0","NA","NA","","","","275","275","275.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0191","",""
"GCF_009914395.1_ASM991439v1_CDS_0480","cloud","","2","2","1.0","NA","NA","","","","149","917","533.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2172","","","","GCF_009914395.1_ASM991439v1_CDS_0480","",""
"GCF_009914395.1_ASM991439v1_CDS_0641","cloud","","2","2","1.0","NA","NA","","","","1268","1268","1268.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0641","","GCF_010917815.1_ASM1091781v1_CDS_2240"
"GCF_009914395.1_ASM991439v1_CDS_0929","cloud","","1","1","1.0","NA","NA","","","","167","167","167.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_0929","",""
"GCF_009914395.1_ASM991439v1_CDS_1409","cloud","","2","2","1.0","NA","NA","","","","788","788","788.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_1409","GCF_009296145.1_ASM929614v1_CDS_1488",""
"GCF_009914395.1_ASM991439v1_CDS_1665","cloud","","1","1","1.0","NA","NA","","","","959","959","959.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_1665","",""
"GCF_009914395.1_ASM991439v1_CDS_1793","cloud","","1","1","1.0","NA","NA","","","","407","407","407.0","","","","","","","","GCF_009914395.1_ASM991439v1_CDS_1793","",""
"GCF_009914415.1_ASM991441v1_CDS_1689","cloud","","2","2","1.0","NA","NA","","","","704","704","704.0","GCF_009914415.1_ASM991441v1_CDS_1689","","GCF_009914475.1_ASM991447v1_CDS_0665","","","","","","",""
"GCF_009914415.1_ASM991441v1_CDS_1721","cloud","","4","5","1.25","NA","NA","","","","407","1223","920.0","GCF_009914415.1_ASM991441v1_CDS_1721","GCF_009914435.1_ASM991443v1_CDS_1628","GCF_009914475.1_ASM991447v1_CDS_0634","GCA_010918035.1_ASM1091803v1_CDS_0963" "GCA_010918035.1_ASM1091803v1_CDS_0964","","","","","",""
"GCF_009914415.1_ASM991441v1_CDS_2810","cloud","","1","1","1.0","NA","NA","","","","518","518","518.0","GCF_009914415.1_ASM991441v1_CDS_2810","","","","","","","","",""
"GCF_009914415.1_ASM991441v1_CDS_2842","cloud","","2","2","1.0","NA","NA","","","","437","437","437.0","GCF_009914415.1_ASM991441v1_CDS_2842","","GCF_009914475.1_ASM991447v1_CDS_2852","","","","","","",""
"GCF_010917815.1_ASM1091781v1_CDS_0649","cloud","","2","2","1.0","NA","NA","","","","554","554","554.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_0680","GCF_010917815.1_ASM1091781v1_CDS_0649"
"GCF_010917815.1_ASM1091781v1_CDS_1034","cloud","","2","4","2.0","NA","NA","","","","713","713","713.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_1011" "GCF_009296145.1_ASM929614v1_CDS_1108","GCF_010917815.1_ASM1091781v1_CDS_1034" "GCF_010917815.1_ASM1091781v1_CDS_0982"
"GCF_010917815.1_ASM1091781v1_CDS_1162","cloud","","1","1","1.0","NA","NA","","","","878","878","878.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_1162"
"GCF_010917815.1_ASM1091781v1_CDS_1548","cloud","","1","1","1.0","NA","NA","","","","194","194","194.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_1548"
"GCF_010917815.1_ASM1091781v1_CDS_1580","cloud","","1","1","1.0","NA","NA","","","","443","443","443.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_1580"
"GCF_010917815.1_ASM1091781v1_CDS_1837","cloud","","1","1","1.0","NA","NA","","","","1391","1391","1391.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_1837"
"GCF_010917815.1_ASM1091781v1_CDS_2736","cloud","","1","1","1.0","NA","NA","","","","791","791","791.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_2736"
"GCF_010917815.1_ASM1091781v1_CDS_2834","cloud","","1","1","1.0","NA","NA","","","","1043","1043","1043.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_2834"
"GCF_010917815.1_ASM1091781v1_CDS_3026","cloud","","2","2","1.0","NA","NA","","","","494","494","494.0","","","","GCA_010918035.1_ASM1091803v1_CDS_3033","","","","","","GCF_010917815.1_ASM1091781v1_CDS_3026"
"GCF_009914435.1_ASM991443v1_CDS_0281","cloud","","1","1","1.0","NA","NA","","","","701","701","701.0","","GCF_009914435.1_ASM991443v1_CDS_0281","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_1019","cloud","","1","1","1.0","NA","NA","","","","440","440","440.0","","GCF_009914435.1_ASM991443v1_CDS_1019","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_1659","cloud","","1","1","1.0","NA","NA","","","","179","179","179.0","","GCF_009914435.1_ASM991443v1_CDS_1659","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_1691","cloud","","1","1","1.0","NA","NA","","","","209","209","209.0","","GCF_009914435.1_ASM991443v1_CDS_1691","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_2620","cloud","","1","1","1.0","NA","NA","","","","437","437","437.0","","GCF_009914435.1_ASM991443v1_CDS_2620","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_2684","cloud","","1","1","1.0","NA","NA","","","","1268","1268","1268.0","","GCF_009914435.1_ASM991443v1_CDS_2684","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_2748","cloud","","2","2","1.0","NA","NA","","","","1001","1001","1001.0","","GCF_009914435.1_ASM991443v1_CDS_2748","","","","","","GCF_009914395.1_ASM991439v1_CDS_2907","",""
"GCF_009914435.1_ASM991443v1_CDS_2844","cloud","","1","1","1.0","NA","NA","","","","407","407","407.0","","GCF_009914435.1_ASM991443v1_CDS_2844","","","","","","","",""
"GCF_009914475.1_ASM991447v1_CDS_2831","cloud","","1","1","1.0","NA","NA","","","","1274","1274","1274.0","","","GCF_009914475.1_ASM991447v1_CDS_2831","","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_0320","cloud","","1","1","1.0","NA","NA","","","","680","680","680.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0320","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_0961","cloud","","1","1","1.0","NA","NA","","","","185","185","185.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0961","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_0993","cloud","","1","1","1.0","NA","NA","","","","164","164","164.0","","","","GCA_010918035.1_ASM1091803v1_CDS_0993","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_1025","cloud","","1","1","1.0","NA","NA","","","","263","263","263.0","","","","GCA_010918035.1_ASM1091803v1_CDS_1025","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_1537","cloud","","2","2","1.0","NA","NA","","","","221","221","221.0","","","","GCA_010918035.1_ASM1091803v1_CDS_1537","","","","GCF_009914395.1_ASM991439v1_CDS_1161","",""
"GCA_010918035.1_ASM1091803v1_CDS_1953","cloud","","1","1","1.0","NA","NA","","","","191","191","191.0","","","","GCA_010918035.1_ASM1091803v1_CDS_1953","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_2403","cloud","","1","1","1.0","NA","NA","","","","626","626","626.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2403","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_2630","cloud","","1","1","1.0","NA","NA","","","","650","650","650.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2630","","","","","",""
"GCA_010918035.1_ASM1091803v1_CDS_2854","cloud","","2","2","1.0","NA","NA","","","","125","125","125.0","","","","GCA_010918035.1_ASM1091803v1_CDS_2854","","","","","","GCF_010917815.1_ASM1091781v1_CDS_3103"
"GCF_002953575.2_ASM295357v2_CDS_1200","persistent","","10","10","1.0","NA","NA","","","","890","890","890.0","GCF_009914415.1_ASM991441v1_CDS_1237","GCF_009914435.1_ASM991443v1_CDS_1144","GCF_009914475.1_ASM991447v1_CDS_1118","GCA_010918035.1_ASM1091803v1_CDS_1520","GCF_009914375.1_ASM991437v1_CDS_1843","GCF_002953575.2_ASM295357v2_CDS_1200","GCF_009734145.1_ASM973414v1_CDS_1787","GCF_009914395.1_ASM991439v1_CDS_1176","GCF_009296145.1_ASM929614v1_CDS_1725","GCF_010917815.1_ASM1091781v1_CDS_1717"
"GCF_002953575.2_ASM295357v2_CDS_1232","persistent","","10","10","1.0","NA","NA","","","","230","254","249.2","GCF_009914415.1_ASM991441v1_CDS_1269","GCF_009914435.1_ASM991443v1_CDS_1177","GCF_009914475.1_ASM991447v1_CDS_1086","GCA_010918035.1_ASM1091803v1_CDS_1488","GCF_009914375.1_ASM991437v1_CDS_1875","GCF_002953575.2_ASM295357v2_CDS_1232","GCF_009734145.1_ASM973414v1_CDS_1755","GCF_009914395.1_ASM991439v1_CDS_1208","GCF_009296145.1_ASM929614v1_CDS_1693","GCF_010917815.1_ASM1091781v1_CDS_1684"
"GCF_002953575.2_ASM295357v2_CDS_1296","persistent","","10","10","1.0","NA","NA","","","","308","308","308.0","GCF_009914415.1_ASM991441v1_CDS_1333","GCF_009914435.1_ASM991443v1_CDS_1243","GCF_009914475.1_ASM991447v1_CDS_1022","GCA_010918035.1_ASM1091803v1_CDS_1424","GCF_009914375.1_ASM991437v1_CDS_1942","GCF_002953575.2_ASM295357v2_CDS_1296","GCF_009734145.1_ASM973414v1_CDS_1692","GCF_009914395.1_ASM991439v1_CDS_1275","GCF_009296145.1_ASM929614v1_CDS_1628","GCF_010917815.1_ASM1091781v1_CDS_1619"
"GCF_002953575.2_ASM295357v2_CDS_1328","persistent","","10","10","1.0","NA","NA","","","","1007","1007","1007.0","GCF_009914415.1_ASM991441v1_CDS_1360","GCF_009914435.1_ASM991443v1_CDS_1270","GCF_009914475.1_ASM991447v1_CDS_0995","GCA_010918035.1_ASM1091803v1_CDS_1397","GCF_009914375.1_ASM991437v1_CDS_1969","GCF_002953575.2_ASM295357v2_CDS_1328","GCF_009734145.1_ASM973414v1_CDS_1615","GCF_009914395.1_ASM991439v1_CDS_1302","GCF_009296145.1_ASM929614v1_CDS_1601","GCF_010917815.1_ASM1091781v1_CDS_1528"
"GCF_002953575.2_ASM295357v2_CDS_1360","persistent","","10","10","1.0","NA","NA","","","","1181","1181","1181.0","GCF_009914415.1_ASM991441v1_CDS_1395","GCF_009914435.1_ASM991443v1_CDS_1304","GCF_009914475.1_ASM991447v1_CDS_0960","GCA_010918035.1_ASM1091803v1_CDS_1361","GCF_009914375.1_ASM991437v1_CDS_2002","GCF_002953575.2_ASM295357v2_CDS_1360","GCF_009734145.1_ASM973414v1_CDS_1576","GCF_009914395.1_ASM991439v1_CDS_1334","GCF_009296145.1_ASM929614v1_CDS_1566","GCF_010917815.1_ASM1091781v1_CDS_1496"
"GCF_002953575.2_ASM295357v2_CDS_1456","persistent","","8","8","1.0","NA","NA","","","","3401","3815","3763.25","GCF_009914415.1_ASM991441v1_CDS_1485","GCF_009914435.1_ASM991443v1_CDS_1395","GCF_009914475.1_ASM991447v1_CDS_0870","GCA_010918035.1_ASM1091803v1_CDS_1257","","GCF_002953575.2_ASM295357v2_CDS_1456","GCF_009734145.1_ASM973414v1_CDS_1486","","GCF_009296145.1_ASM929614v1_CDS_1418","GCF_010917815.1_ASM1091781v1_CDS_1404"
"GCF_002953575.2_ASM295357v2_CDS_1488","persistent","","10","10","1.0","NA","NA","","","","332","332","332.0","GCF_009914415.1_ASM991441v1_CDS_1516","GCF_009914435.1_ASM991443v1_CDS_1426","GCF_009914475.1_ASM991447v1_CDS_0839","GCA_010918035.1_ASM1091803v1_CDS_1226","GCF_009914375.1_ASM991437v1_CDS_2112","GCF_002953575.2_ASM295357v2_CDS_1488","GCF_009734145.1_ASM973414v1_CDS_1457","GCF_009914395.1_ASM991439v1_CDS_1483","GCF_009296145.1_ASM929614v1_CDS_1387","GCF_010917815.1_ASM1091781v1_CDS_1373"
"GCF_002953575.2_ASM295357v2_CDS_1552","persistent","","10","10","1.0","NA","NA","","","","554","554","554.0","GCF_009914415.1_ASM991441v1_CDS_1576","GCF_009914435.1_ASM991443v1_CDS_1487","GCF_009914475.1_ASM991447v1_CDS_0779","GCA_010918035.1_ASM1091803v1_CDS_1164","GCF_009914375.1_ASM991437v1_CDS_2172","GCF_002953575.2_ASM295357v2_CDS_1552","GCF_009734145.1_ASM973414v1_CDS_1393","GCF_009914395.1_ASM991439v1_CDS_1542","GCF_009296145.1_ASM929614v1_CDS_1327","GCF_010917815.1_ASM1091781v1_CDS_1310"
"GCF_002953575.2_ASM295357v2_CDS_1584","persistent","","10","10","1.0","NA","NA","","","","596","596","596.0","GCF_009914415.1_ASM991441v1_CDS_1606","GCF_009914435.1_ASM991443v1_CDS_1519","GCF_009914475.1_ASM991447v1_CDS_0748","GCA_010918035.1_ASM1091803v1_CDS_1134","GCF_009914375.1_ASM991437v1_CDS_2202","GCF_002953575.2_ASM295357v2_CDS_1584","GCF_009734145.1_ASM973414v1_CDS_1363","GCF_009914395.1_ASM991439v1_CDS_1573","GCF_009296145.1_ASM929614v1_CDS_1292","GCF_010917815.1_ASM1091781v1_CDS_1280"
"GCF_002953575.2_ASM295357v2_CDS_1680","cloud","","1","1","1.0","NA","NA","","","","815","815","815.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1680","","","",""
"GCF_002953575.2_ASM295357v2_CDS_1712","cloud","","2","2","1.0","NA","NA","","","","2183","2189","2186.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1712","GCF_009734145.1_ASM973414v1_CDS_1258","","",""
"GCF_002953575.2_ASM295357v2_CDS_1776","cloud","","1","1","1.0","NA","NA","","","","506","506","506.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1776","","","",""
"GCF_002953575.2_ASM295357v2_CDS_1808","persistent","","10","10","1.0","NA","NA","","","","1514","1514","1514.0","GCF_009914415.1_ASM991441v1_CDS_1763","GCF_009914435.1_ASM991443v1_CDS_1711","GCF_009914475.1_ASM991447v1_CDS_0592","GCA_010918035.1_ASM1091803v1_CDS_0937","GCF_009914375.1_ASM991437v1_CDS_2353","GCF_002953575.2_ASM295357v2_CDS_1808","GCF_009734145.1_ASM973414v1_CDS_1216","GCF_009914395.1_ASM991439v1_CDS_1708","GCF_009296145.1_ASM929614v1_CDS_1188","GCF_010917815.1_ASM1091781v1_CDS_1109"
"GCF_002953575.2_ASM295357v2_CDS_1904","persistent","","10","10","1.0","NA","NA","","","","395","395","395.0","GCF_009914415.1_ASM991441v1_CDS_1858","GCF_009914435.1_ASM991443v1_CDS_1803","GCF_009914475.1_ASM991447v1_CDS_0497","GCA_010918035.1_ASM1091803v1_CDS_0845","GCF_009914375.1_ASM991437v1_CDS_2446","GCF_002953575.2_ASM295357v2_CDS_1904","GCF_009734145.1_ASM973414v1_CDS_1117","GCF_009914395.1_ASM991439v1_CDS_1815","GCF_009296145.1_ASM929614v1_CDS_1031","GCF_010917815.1_ASM1091781v1_CDS_1003"
"GCF_002953575.2_ASM295357v2_CDS_2000","persistent","","10","10","1.0","NA","NA","","","","776","785","781.4","GCF_009914415.1_ASM991441v1_CDS_1945","GCF_009914435.1_ASM991443v1_CDS_1890","GCF_009914475.1_ASM991447v1_CDS_0410","GCA_010918035.1_ASM1091803v1_CDS_0714","GCF_009914375.1_ASM991437v1_CDS_2553","GCF_002953575.2_ASM295357v2_CDS_2000","GCF_009734145.1_ASM973414v1_CDS_1025","GCF_009914395.1_ASM991439v1_CDS_1904","GCF_009296145.1_ASM929614v1_CDS_0915","GCF_010917815.1_ASM1091781v1_CDS_0887"
"GCF_002953575.2_ASM295357v2_CDS_2032","persistent","","10","10","1.0","NA","NA","","","","845","845","845.0","GCF_009914415.1_ASM991441v1_CDS_1977","GCF_009914435.1_ASM991443v1_CDS_1922","GCF_009914475.1_ASM991447v1_CDS_0378","GCA_010918035.1_ASM1091803v1_CDS_0682","GCF_009914375.1_ASM991437v1_CDS_2585","GCF_002953575.2_ASM295357v2_CDS_2032","GCF_009734145.1_ASM973414v1_CDS_0992","GCF_009914395.1_ASM991439v1_CDS_1936","GCF_009296145.1_ASM929614v1_CDS_0883","GCF_010917815.1_ASM1091781v1_CDS_0855"
"GCF_002953575.2_ASM295357v2_CDS_2064","persistent","","10","10","1.0","NA","NA","","","","1070","1070","1070.0","GCF_009914415.1_ASM991441v1_CDS_2006","GCF_009914435.1_ASM991443v1_CDS_1950","GCF_009914475.1_ASM991447v1_CDS_0349","GCA_010918035.1_ASM1091803v1_CDS_0654","GCF_009914375.1_ASM991437v1_CDS_2618","GCF_002953575.2_ASM295357v2_CDS_2064","GCF_009734145.1_ASM973414v1_CDS_0963","GCF_009914395.1_ASM991439v1_CDS_1965","GCF_009296145.1_ASM929614v1_CDS_0855","GCF_010917815.1_ASM1091781v1_CDS_0827"
"GCF_002953575.2_ASM295357v2_CDS_2096","shell","","5","5","1.0","NA","NA","","","","596","596","596.0","GCF_009914415.1_ASM991441v1_CDS_0724","","GCF_009914475.1_ASM991447v1_CDS_1629","","","GCF_002953575.2_ASM295357v2_CDS_2096","GCF_009734145.1_ASM973414v1_CDS_0946","GCF_009914395.1_ASM991439v1_CDS_0629","",""
"GCF_002953575.2_ASM295357v2_CDS_2128","cloud","","5","24","4.8","NA","NA","","","","443","1229","1145.75","","","","GCA_010918035.1_ASM1091803v1_CDS_1030" "GCA_010918035.1_ASM1091803v1_CDS_1839" "GCA_010918035.1_ASM1091803v1_CDS_1029" "GCA_010918035.1_ASM1091803v1_CDS_1843","","GCF_002953575.2_ASM295357v2_CDS_1507" "GCF_002953575.2_ASM295357v2_CDS_1248" "GCF_002953575.2_ASM295357v2_CDS_1052" "GCF_002953575.2_ASM295357v2_CDS_0831" "GCF_002953575.2_ASM295357v2_CDS_2128" "GCF_002953575.2_ASM295357v2_CDS_1060" "GCF_002953575.2_ASM295357v2_CDS_0271" "GCF_002953575.2_ASM295357v2_CDS_1926" "GCF_002953575.2_ASM295357v2_CDS_0873" "GCF_002953575.2_ASM295357v2_CDS_1914" "GCF_002953575.2_ASM295357v2_CDS_1128","GCF_009734145.1_ASM973414v1_CDS_2289" "GCF_009734145.1_ASM973414v1_CDS_2807" "GCF_009734145.1_ASM973414v1_CDS_2429" "GCF_009734145.1_ASM973414v1_CDS_1740" "GCF_009734145.1_ASM973414v1_CDS_0890" "GCF_009734145.1_ASM973414v1_CDS_0915","","GCF_009296145.1_ASM929614v1_CDS_0005","GCF_010917815.1_ASM1091781v1_CDS_0005" "GCF_010917815.1_ASM1091781v1_CDS_0960"
"GCF_002953575.2_ASM295357v2_CDS_2160","persistent","","10","10","1.0","NA","NA","","","","2825","2825","2825.0","GCF_009914415.1_ASM991441v1_CDS_2065","GCF_009914435.1_ASM991443v1_CDS_2028","GCF_009914475.1_ASM991447v1_CDS_0290","GCA_010918035.1_ASM1091803v1_CDS_0589","GCF_009914375.1_ASM991437v1_CDS_2680","GCF_002953575.2_ASM295357v2_CDS_2160","GCF_009734145.1_ASM973414v1_CDS_0882","GCF_009914395.1_ASM991439v1_CDS_2021","GCF_009296145.1_ASM929614v1_CDS_0797","GCF_010917815.1_ASM1091781v1_CDS_0767"
"GCF_002953575.2_ASM295357v2_CDS_2193","persistent","","10","10","1.0","NA","NA","","","","491","557","537.2","GCF_009914415.1_ASM991441v1_CDS_2097","GCF_009914435.1_ASM991443v1_CDS_2060","GCF_009914475.1_ASM991447v1_CDS_0258","GCA_010918035.1_ASM1091803v1_CDS_0557","GCF_009914375.1_ASM991437v1_CDS_2714","GCF_002953575.2_ASM295357v2_CDS_2193","GCF_009734145.1_ASM973414v1_CDS_0847","GCF_009914395.1_ASM991439v1_CDS_2054","GCF_009296145.1_ASM929614v1_CDS_0763","GCF_010917815.1_ASM1091781v1_CDS_0732"
"GCF_002953575.2_ASM295357v2_CDS_2225","cloud","","1","1","1.0","NA","NA","","","","776","776","776.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_2225","","","",""
"GCF_002953575.2_ASM295357v2_CDS_2257","persistent","","10","10","1.0","NA","NA","","","","1040","1040","1040.0","GCF_009914415.1_ASM991441v1_CDS_2164","GCF_009914435.1_ASM991443v1_CDS_2124","GCF_009914475.1_ASM991447v1_CDS_0191","GCA_010918035.1_ASM1091803v1_CDS_0492","GCF_009914375.1_ASM991437v1_CDS_2779","GCF_002953575.2_ASM295357v2_CDS_2257","GCF_009734145.1_ASM973414v1_CDS_0783","GCF_009914395.1_ASM991439v1_CDS_2121","GCF_009296145.1_ASM929614v1_CDS_0697","GCF_010917815.1_ASM1091781v1_CDS_0666"
"GCF_002953575.2_ASM295357v2_CDS_2289","persistent","","10","10","1.0","NA","NA","","","","344","344","344.0","GCF_009914415.1_ASM991441v1_CDS_2191","GCF_009914435.1_ASM991443v1_CDS_2147","GCF_009914475.1_ASM991447v1_CDS_0164","GCA_010918035.1_ASM1091803v1_CDS_0467","GCF_009914375.1_ASM991437v1_CDS_2810","GCF_002953575.2_ASM295357v2_CDS_2289","GCF_009734145.1_ASM973414v1_CDS_0754","GCF_009914395.1_ASM991439v1_CDS_2146","GCF_009296145.1_ASM929614v1_CDS_0668","GCF_010917815.1_ASM1091781v1_CDS_0636"
"GCF_002953575.2_ASM295357v2_CDS_2353","cloud","","1","1","1.0","NA","NA","","","","2591","2591","2591.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_2353","","","",""
"GCF_002953575.2_ASM295357v2_CDS_2417","persistent","","10","10","1.0","NA","NA","","","","836","836","836.0","GCF_009914415.1_ASM991441v1_CDS_0655","GCF_009914435.1_ASM991443v1_CDS_0557","GCF_009914475.1_ASM991447v1_CDS_1698","GCA_010918035.1_ASM1091803v1_CDS_2099","GCF_009914375.1_ASM991437v1_CDS_1224","GCF_002953575.2_ASM295357v2_CDS_2417","GCF_009734145.1_ASM973414v1_CDS_0617","GCF_009914395.1_ASM991439v1_CDS_0555","GCF_009296145.1_ASM929614v1_CDS_2306","GCF_010917815.1_ASM1091781v1_CDS_2328"
"GCF_002953575.2_ASM295357v2_CDS_2449","persistent","","10","10","1.0","NA","NA","","","","1487","1487","1487.0","GCF_009914415.1_ASM991441v1_CDS_2258","GCF_009914435.1_ASM991443v1_CDS_2221","GCF_009914475.1_ASM991447v1_CDS_0097","GCA_010918035.1_ASM1091803v1_CDS_0391","GCF_009914375.1_ASM991437v1_CDS_0006","GCF_002953575.2_ASM295357v2_CDS_2449","GCF_009734145.1_ASM973414v1_CDS_0586","GCF_009914395.1_ASM991439v1_CDS_2222","GCF_009296145.1_ASM929614v1_CDS_0597","GCF_010917815.1_ASM1091781v1_CDS_0565"
"GCF_002953575.2_ASM295357v2_CDS_2513","cloud","","1","1","1.0","NA","NA","","","","227","227","227.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_2513","","","",""
"GCF_002953575.2_ASM295357v2_CDS_2545","persistent","","10","10","1.0","NA","NA","","","","824","824","824.0","GCF_009914415.1_ASM991441v1_CDS_2353","GCF_009914435.1_ASM991443v1_CDS_2316","GCF_009914475.1_ASM991447v1_CDS_0002","GCA_010918035.1_ASM1091803v1_CDS_0290","GCF_009914375.1_ASM991437v1_CDS_0124","GCF_002953575.2_ASM295357v2_CDS_2545","GCF_009734145.1_ASM973414v1_CDS_0474","GCF_009914395.1_ASM991439v1_CDS_2320","GCF_009296145.1_ASM929614v1_CDS_0498","GCF_010917815.1_ASM1091781v1_CDS_0470"
"GCF_002953575.2_ASM295357v2_CDS_2577","persistent","","10","10","1.0","NA","NA","","","","1463","1463","1463.0","GCF_009914415.1_ASM991441v1_CDS_2382","GCF_009914435.1_ASM991443v1_CDS_2345","GCF_009914475.1_ASM991447v1_CDS_2781","GCA_010918035.1_ASM1091803v1_CDS_0262","GCF_009914375.1_ASM991437v1_CDS_0153","GCF_002953575.2_ASM295357v2_CDS_2577","GCF_009734145.1_ASM973414v1_CDS_0442","GCF_009914395.1_ASM991439v1_CDS_2349","GCF_009296145.1_ASM929614v1_CDS_0466","GCF_010917815.1_ASM1091781v1_CDS_0442"
"GCF_002953575.2_ASM295357v2_CDS_2609","persistent","","10","10","1.0","NA","NA","","","","236","236","236.0","GCF_009914415.1_ASM991441v1_CDS_2414","GCF_009914435.1_ASM991443v1_CDS_2377","GCF_009914475.1_ASM991447v1_CDS_2749","GCA_010918035.1_ASM1091803v1_CDS_0231","GCF_009914375.1_ASM991437v1_CDS_0186","GCF_002953575.2_ASM295357v2_CDS_2609","GCF_009734145.1_ASM973414v1_CDS_0410","GCF_009914395.1_ASM991439v1_CDS_2382","GCF_009296145.1_ASM929614v1_CDS_0434","GCF_010917815.1_ASM1091781v1_CDS_0411"
"GCF_002953575.2_ASM295357v2_CDS_2641","persistent","","10","10","1.0","NA","NA","","","","956","956","956.0","GCF_009914415.1_ASM991441v1_CDS_2455","GCF_009914435.1_ASM991443v1_CDS_2417","GCF_009914475.1_ASM991447v1_CDS_2708","GCA_010918035.1_ASM1091803v1_CDS_0191","GCF_009914375.1_ASM991437v1_CDS_0227","GCF_002953575.2_ASM295357v2_CDS_2641","GCF_009734145.1_ASM973414v1_CDS_0378","GCF_009914395.1_ASM991439v1_CDS_2426","GCF_009296145.1_ASM929614v1_CDS_0389","GCF_010917815.1_ASM1091781v1_CDS_0370"
