"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_003359435.2_ASM335943v2","GCF_004295305.1_ASM429530v1","GCF_002951295.1_ASM295129v1","GCF_003143895.1_ASM314389v1","GCF_000814165.3_ASM81416v3","GCF_002082665.1_ASM208266v1","GCA_003359375.2_ASM335937v2","GCA_003359395.2_ASM335939v2","GCA_003359355.2_ASM335935v2","GCA_003359505.2_ASM335950v2"
"GCA_003359395.2_ASM335939v2_CDS_6208","cloud","","1","1","1.0","NA","NA","","","","200","200","200.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6208","",""
"GCA_003359395.2_ASM335939v2_CDS_6240","cloud","","1","1","1.0","NA","NA","","","","650","650","650.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6240","",""
"GCA_003359355.2_ASM335935v2_CDS_0160","cloud","","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_0160",""
"GCA_003359355.2_ASM335935v2_CDS_0224","cloud","","1","1","1.0","NA","NA","","","","212","212","212.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_0224",""
"GCA_003359355.2_ASM335935v2_CDS_0256","cloud","","1","1","1.0","NA","NA","","","","1124","1124","1124.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_0256",""
"GCA_003359355.2_ASM335935v2_CDS_0481","cloud","","3","3","1.0","NA","NA","","","","305","374","328.0","GCA_003359435.2_ASM335943v2_CDS_0388","","","","","","","GCA_003359395.2_ASM335939v2_CDS_0458","GCA_003359355.2_ASM335935v2_CDS_0481",""
"GCF_003143895.1_ASM314389v1_CDS_1750","persistent","","10","17","1.7","NA","NA","","","","164","1088","624.59","GCA_003359435.2_ASM335943v2_CDS_2283","GCF_004295305.1_ASM429530v1_CDS_1790","GCF_002951295.1_ASM295129v1_CDS_1402","GCF_003143895.1_ASM314389v1_CDS_1750","GCF_000814165.3_ASM81416v3_CDS_1728","GCF_002082665.1_ASM208266v1_CDS_1615","GCA_003359375.2_ASM335937v2_CDS_2713" "GCA_003359375.2_ASM335937v2_CDS_2711" "GCA_003359375.2_ASM335937v2_CDS_2710" "GCA_003359375.2_ASM335937v2_CDS_2712","GCA_003359395.2_ASM335939v2_CDS_2634" "GCA_003359395.2_ASM335939v2_CDS_2635","GCA_003359355.2_ASM335935v2_CDS_2983" "GCA_003359355.2_ASM335935v2_CDS_2984" "GCA_003359355.2_ASM335935v2_CDS_2985","GCA_003359505.2_ASM335950v2_CDS_2754" "GCA_003359505.2_ASM335950v2_CDS_2755"
"GCF_003143895.1_ASM314389v1_CDS_1846","persistent","","10","20","2.0","NA","NA","","","","227","1604","739.1","GCA_003359435.2_ASM335943v2_CDS_2409" "GCA_003359435.2_ASM335943v2_CDS_2408","GCF_004295305.1_ASM429530v1_CDS_1885","GCF_002951295.1_ASM295129v1_CDS_1520","GCF_003143895.1_ASM314389v1_CDS_1846","GCF_000814165.3_ASM81416v3_CDS_1808","GCF_002082665.1_ASM208266v1_CDS_1528","GCA_003359375.2_ASM335937v2_CDS_2860" "GCA_003359375.2_ASM335937v2_CDS_2861" "GCA_003359375.2_ASM335937v2_CDS_2862","GCA_003359395.2_ASM335939v2_CDS_2798" "GCA_003359395.2_ASM335939v2_CDS_2797","GCA_003359355.2_ASM335935v2_CDS_3133" "GCA_003359355.2_ASM335935v2_CDS_3134" "GCA_003359355.2_ASM335935v2_CDS_3132" "GCA_003359355.2_ASM335935v2_CDS_3135","GCA_003359505.2_ASM335950v2_CDS_2919" "GCA_003359505.2_ASM335950v2_CDS_2921" "GCA_003359505.2_ASM335950v2_CDS_2922" "GCA_003359505.2_ASM335950v2_CDS_2920"
"GCF_003143895.1_ASM314389v1_CDS_1878","persistent","","10","16","1.6","NA","NA","","","","89","896","554.19","GCA_003359435.2_ASM335943v2_CDS_2449","GCF_004295305.1_ASM429530v1_CDS_1915","GCF_002951295.1_ASM295129v1_CDS_1550","GCF_003143895.1_ASM314389v1_CDS_1878","GCF_000814165.3_ASM81416v3_CDS_1840","GCF_002082665.1_ASM208266v1_CDS_2104","GCA_003359375.2_ASM335937v2_CDS_2905" "GCA_003359375.2_ASM335937v2_CDS_2907" "GCA_003359375.2_ASM335937v2_CDS_2906","GCA_003359395.2_ASM335939v2_CDS_2839" "GCA_003359395.2_ASM335939v2_CDS_2838","GCA_003359355.2_ASM335935v2_CDS_3183" "GCA_003359355.2_ASM335935v2_CDS_3181" "GCA_003359355.2_ASM335935v2_CDS_3182","GCA_003359505.2_ASM335950v2_CDS_2971" "GCA_003359505.2_ASM335950v2_CDS_2970"
"GCF_003143895.1_ASM314389v1_CDS_1942","persistent","","10","15","1.5","NA","NA","","","","251","1568","976.2","GCA_003359435.2_ASM335943v2_CDS_2568" "GCA_003359435.2_ASM335943v2_CDS_2569","GCF_004295305.1_ASM429530v1_CDS_1991","GCF_002951295.1_ASM295129v1_CDS_1630","GCF_003143895.1_ASM314389v1_CDS_1942","GCF_000814165.3_ASM81416v3_CDS_1916","GCF_002082665.1_ASM208266v1_CDS_2187","GCA_003359375.2_ASM335937v2_CDS_3032" "GCA_003359375.2_ASM335937v2_CDS_3031","GCA_003359395.2_ASM335939v2_CDS_2954" "GCA_003359395.2_ASM335939v2_CDS_2955","GCA_003359355.2_ASM335935v2_CDS_3296" "GCA_003359355.2_ASM335935v2_CDS_3295","GCA_003359505.2_ASM335950v2_CDS_3077" "GCA_003359505.2_ASM335950v2_CDS_3078"
"GCF_003143895.1_ASM314389v1_CDS_2102","persistent","","8","8","1.0","NA","NA","","","","395","740","667.62","","GCF_004295305.1_ASM429530v1_CDS_2115","GCF_002951295.1_ASM295129v1_CDS_1754","GCF_003143895.1_ASM314389v1_CDS_2102","GCF_000814165.3_ASM81416v3_CDS_2040","GCF_002082665.1_ASM208266v1_CDS_2312","GCA_003359375.2_ASM335937v2_CDS_3228","","GCA_003359355.2_ASM335935v2_CDS_3495","GCA_003359505.2_ASM335950v2_CDS_3266"
"GCF_003143895.1_ASM314389v1_CDS_2198","persistent","","10","12","1.2","NA","NA","","","","317","905","733.25","GCA_003359435.2_ASM335943v2_CDS_2855","GCF_004295305.1_ASM429530v1_CDS_2206","GCF_002951295.1_ASM295129v1_CDS_1848","GCF_003143895.1_ASM314389v1_CDS_2198","GCF_000814165.3_ASM81416v3_CDS_2139","GCF_002082665.1_ASM208266v1_CDS_2412","GCA_003359375.2_ASM335937v2_CDS_3380","GCA_003359395.2_ASM335939v2_CDS_3328" "GCA_003359395.2_ASM335939v2_CDS_3329","GCA_003359355.2_ASM335935v2_CDS_3625","GCA_003359505.2_ASM335950v2_CDS_3421" "GCA_003359505.2_ASM335950v2_CDS_3420"
"GCF_003143895.1_ASM314389v1_CDS_2230","persistent","","9","9","1.0","NA","NA","","","","191","227","219.0","GCA_003359435.2_ASM335943v2_CDS_2902","GCF_004295305.1_ASM429530v1_CDS_2243","GCF_002951295.1_ASM295129v1_CDS_1879","GCF_003143895.1_ASM314389v1_CDS_2230","GCF_000814165.3_ASM81416v3_CDS_2170","GCF_002082665.1_ASM208266v1_CDS_2443","","GCA_003359395.2_ASM335939v2_CDS_3384","GCA_003359355.2_ASM335935v2_CDS_3686","GCA_003359505.2_ASM335950v2_CDS_3465"
"GCF_003143895.1_ASM314389v1_CDS_2518","cloud","","1","1","1.0","NA","NA","","","","374","374","374.0","","","","GCF_003143895.1_ASM314389v1_CDS_2518","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_2582","persistent","","10","10","1.0","NA","NA","","","","212","467","420.5","GCA_003359435.2_ASM335943v2_CDS_3273","GCF_004295305.1_ASM429530v1_CDS_2510","GCF_002951295.1_ASM295129v1_CDS_2212","GCF_003143895.1_ASM314389v1_CDS_2582","GCF_000814165.3_ASM81416v3_CDS_2493","GCF_002082665.1_ASM208266v1_CDS_2821","GCA_003359375.2_ASM335937v2_CDS_3976","GCA_003359395.2_ASM335939v2_CDS_3908","GCA_003359355.2_ASM335935v2_CDS_4197","GCA_003359505.2_ASM335950v2_CDS_4028"
"GCF_003143895.1_ASM314389v1_CDS_2614","shell","","4","4","1.0","NA","NA","","","","425","425","425.0","","","GCF_002951295.1_ASM295129v1_CDS_2245","GCF_003143895.1_ASM314389v1_CDS_2614","","GCF_002082665.1_ASM208266v1_CDS_2852","","","","GCA_003359505.2_ASM335950v2_CDS_4074"
"GCF_003143895.1_ASM314389v1_CDS_2806","cloud","","1","1","1.0","NA","NA","","","","695","695","695.0","","","","GCF_003143895.1_ASM314389v1_CDS_2806","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_3031","cloud","","1","1","1.0","NA","NA","","","","392","392","392.0","","","","GCF_003143895.1_ASM314389v1_CDS_3031","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_3095","persistent","","7","7","1.0","NA","NA","","","","683","683","683.0","GCA_003359435.2_ASM335943v2_CDS_3873","GCF_004295305.1_ASM429530v1_CDS_3003","","GCF_003143895.1_ASM314389v1_CDS_3095","GCF_000814165.3_ASM81416v3_CDS_2940","","GCA_003359375.2_ASM335937v2_CDS_4650","GCA_003359395.2_ASM335939v2_CDS_4764","GCA_003359355.2_ASM335935v2_CDS_5104",""
"GCF_003143895.1_ASM314389v1_CDS_3223","cloud","","1","1","1.0","NA","NA","","","","287","287","287.0","","","","GCF_003143895.1_ASM314389v1_CDS_3223","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_3415","persistent","","10","13","1.3","NA","NA","","","","275","1211","928.54","GCA_003359435.2_ASM335943v2_CDS_4253" "GCA_003359435.2_ASM335943v2_CDS_4252","GCF_004295305.1_ASM429530v1_CDS_3315","GCF_002951295.1_ASM295129v1_CDS_3051","GCF_003143895.1_ASM314389v1_CDS_3415","GCF_000814165.3_ASM81416v3_CDS_3206","GCF_002082665.1_ASM208266v1_CDS_3640","GCA_003359375.2_ASM335937v2_CDS_5059","GCA_003359395.2_ASM335939v2_CDS_5216" "GCA_003359395.2_ASM335939v2_CDS_5217","GCA_003359355.2_ASM335935v2_CDS_5577","GCA_003359505.2_ASM335950v2_CDS_5172" "GCA_003359505.2_ASM335950v2_CDS_5173"
"GCF_003143895.1_ASM314389v1_CDS_3543","persistent","","10","16","1.6","NA","NA","","","","122","1448","873.31","GCA_003359435.2_ASM335943v2_CDS_4412" "GCA_003359435.2_ASM335943v2_CDS_4411","GCF_004295305.1_ASM429530v1_CDS_3441","GCF_002951295.1_ASM295129v1_CDS_3174","GCF_003143895.1_ASM314389v1_CDS_3543","GCF_000814165.3_ASM81416v3_CDS_3330","GCF_002082665.1_ASM208266v1_CDS_3764","GCA_003359375.2_ASM335937v2_CDS_5269" "GCA_003359375.2_ASM335937v2_CDS_5268","GCA_003359395.2_ASM335939v2_CDS_5413" "GCA_003359395.2_ASM335939v2_CDS_5414" "GCA_003359395.2_ASM335939v2_CDS_5415","GCA_003359355.2_ASM335935v2_CDS_5794" "GCA_003359355.2_ASM335935v2_CDS_5793" "GCA_003359355.2_ASM335935v2_CDS_5795","GCA_003359505.2_ASM335950v2_CDS_5357"
"GCF_003143895.1_ASM314389v1_CDS_3575","persistent","","10","17","1.7","NA","NA","","","","164","2219","1298.53","GCA_003359435.2_ASM335943v2_CDS_4458","GCF_004295305.1_ASM429530v1_CDS_3462","GCF_002951295.1_ASM295129v1_CDS_3195","GCF_003143895.1_ASM314389v1_CDS_3575","GCF_000814165.3_ASM81416v3_CDS_3351","GCF_002082665.1_ASM208266v1_CDS_3803","GCA_003359375.2_ASM335937v2_CDS_5356" "GCA_003359375.2_ASM335937v2_CDS_5357" "GCA_003359375.2_ASM335937v2_CDS_5354" "GCA_003359375.2_ASM335937v2_CDS_5358" "GCA_003359375.2_ASM335937v2_CDS_5355","GCA_003359395.2_ASM335939v2_CDS_5443","GCA_003359355.2_ASM335935v2_CDS_5878" "GCA_003359355.2_ASM335935v2_CDS_5877","GCA_003359505.2_ASM335950v2_CDS_5434" "GCA_003359505.2_ASM335950v2_CDS_5433" "GCA_003359505.2_ASM335950v2_CDS_5435"
"GCF_003143895.1_ASM314389v1_CDS_3607","persistent","","10","12","1.2","NA","NA","","","","203","764","636.5","GCA_003359435.2_ASM335943v2_CDS_4500","GCF_004295305.1_ASM429530v1_CDS_3494","GCF_002951295.1_ASM295129v1_CDS_3227","GCF_003143895.1_ASM314389v1_CDS_3607","GCF_000814165.3_ASM81416v3_CDS_3385","GCF_002082665.1_ASM208266v1_CDS_3835","GCA_003359375.2_ASM335937v2_CDS_5407" "GCA_003359375.2_ASM335937v2_CDS_5408","GCA_003359395.2_ASM335939v2_CDS_5493" "GCA_003359395.2_ASM335939v2_CDS_5492","GCA_003359355.2_ASM335935v2_CDS_5933","GCA_003359505.2_ASM335950v2_CDS_5484"
"GCF_000814165.3_ASM81416v3_CDS_0117","cloud","","1","1","1.0","NA","NA","","","","647","647","647.0","","","","","GCF_000814165.3_ASM81416v3_CDS_0117","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_0245","cloud","","5","5","1.0","NA","NA","","","","572","572","572.0","","","GCF_002951295.1_ASM295129v1_CDS_3620","","GCF_000814165.3_ASM81416v3_CDS_0245","GCF_002082665.1_ASM208266v1_CDS_0354","GCA_003359375.2_ASM335937v2_CDS_0378","","","GCA_003359505.2_ASM335950v2_CDS_0333"
"GCF_000814165.3_ASM81416v3_CDS_0277","persistent","","10","15","1.5","NA","NA","","","","188","1739","1071.4","GCA_003359435.2_ASM335943v2_CDS_0413","GCF_004295305.1_ASM429530v1_CDS_0300","GCF_002951295.1_ASM295129v1_CDS_3653","GCF_003143895.1_ASM314389v1_CDS_0258","GCF_000814165.3_ASM81416v3_CDS_0277","GCF_002082665.1_ASM208266v1_CDS_0389","GCA_003359375.2_ASM335937v2_CDS_0464","GCA_003359395.2_ASM335939v2_CDS_0488" "GCA_003359395.2_ASM335939v2_CDS_0489" "GCA_003359395.2_ASM335939v2_CDS_0490","GCA_003359355.2_ASM335935v2_CDS_0513" "GCA_003359355.2_ASM335935v2_CDS_0514" "GCA_003359355.2_ASM335935v2_CDS_0515","GCA_003359505.2_ASM335950v2_CDS_0382" "GCA_003359505.2_ASM335950v2_CDS_0383"
"GCF_000814165.3_ASM81416v3_CDS_0405","persistent","","10","14","1.4","NA","NA","","","","857","1853","1272.07","GCA_003359435.2_ASM335943v2_CDS_0563" "GCA_003359435.2_ASM335943v2_CDS_0564","GCF_004295305.1_ASM429530v1_CDS_0415","GCF_002951295.1_ASM295129v1_CDS_0043","GCF_003143895.1_ASM314389v1_CDS_0375","GCF_000814165.3_ASM81416v3_CDS_0405","GCF_002082665.1_ASM208266v1_CDS_0503","GCA_003359375.2_ASM335937v2_CDS_0658" "GCA_003359375.2_ASM335937v2_CDS_0657","GCA_003359395.2_ASM335939v2_CDS_0669" "GCA_003359395.2_ASM335939v2_CDS_0670","GCA_003359355.2_ASM335935v2_CDS_0714" "GCA_003359355.2_ASM335935v2_CDS_0715","GCA_003359505.2_ASM335950v2_CDS_0552"
"GCF_000814165.3_ASM81416v3_CDS_0533","persistent","","10","12","1.2","NA","NA","","","","149","488","363.25","GCA_003359435.2_ASM335943v2_CDS_0717","GCF_004295305.1_ASM429530v1_CDS_0548","GCF_002951295.1_ASM295129v1_CDS_0174","GCF_003143895.1_ASM314389v1_CDS_0510","GCF_000814165.3_ASM81416v3_CDS_0533","GCF_002082665.1_ASM208266v1_CDS_0636","GCA_003359375.2_ASM335937v2_CDS_0848" "GCA_003359375.2_ASM335937v2_CDS_0847","GCA_003359395.2_ASM335939v2_CDS_0859","GCA_003359355.2_ASM335935v2_CDS_0912" "GCA_003359355.2_ASM335935v2_CDS_0911","GCA_003359505.2_ASM335950v2_CDS_0715"
"GCF_000814165.3_ASM81416v3_CDS_0565","persistent","","9","9","1.0","NA","NA","","","","446","446","446.0","GCA_003359435.2_ASM335943v2_CDS_0766","GCF_004295305.1_ASM429530v1_CDS_0592","GCF_002951295.1_ASM295129v1_CDS_0209","GCF_003143895.1_ASM314389v1_CDS_0584","GCF_000814165.3_ASM81416v3_CDS_0565","GCF_002082665.1_ASM208266v1_CDS_0718","GCA_003359375.2_ASM335937v2_CDS_0905","","GCA_003359355.2_ASM335935v2_CDS_0975","GCA_003359505.2_ASM335950v2_CDS_0840"
"GCF_000814165.3_ASM81416v3_CDS_0629","persistent","","10","13","1.3","NA","NA","","","","185","710","510.85","GCA_003359435.2_ASM335943v2_CDS_0852","GCF_004295305.1_ASM429530v1_CDS_0657","GCF_002951295.1_ASM295129v1_CDS_0274","GCF_003143895.1_ASM314389v1_CDS_0651","GCF_000814165.3_ASM81416v3_CDS_0629","GCF_002082665.1_ASM208266v1_CDS_0783","GCA_003359375.2_ASM335937v2_CDS_1013","GCA_003359395.2_ASM335939v2_CDS_1027" "GCA_003359395.2_ASM335939v2_CDS_1026","GCA_003359355.2_ASM335935v2_CDS_1087" "GCA_003359355.2_ASM335935v2_CDS_1088","GCA_003359505.2_ASM335950v2_CDS_0928" "GCA_003359505.2_ASM335950v2_CDS_0929"
"GCF_000814165.3_ASM81416v3_CDS_0661","persistent","","9","12","1.33","NA","NA","","","","137","749","519.0","GCA_003359435.2_ASM335943v2_CDS_0894" "GCA_003359435.2_ASM335943v2_CDS_0893","","GCF_002951295.1_ASM295129v1_CDS_0306","GCF_003143895.1_ASM314389v1_CDS_0683","GCF_000814165.3_ASM81416v3_CDS_0661","GCF_002082665.1_ASM208266v1_CDS_0815","GCA_003359375.2_ASM335937v2_CDS_1066","GCA_003359395.2_ASM335939v2_CDS_1083","GCA_003359355.2_ASM335935v2_CDS_1153" "GCA_003359355.2_ASM335935v2_CDS_1154","GCA_003359505.2_ASM335950v2_CDS_0975" "GCA_003359505.2_ASM335950v2_CDS_0974"
"GCF_000814165.3_ASM81416v3_CDS_0693","cloud","","1","1","1.0","NA","NA","","","","122","122","122.0","","","","","GCF_000814165.3_ASM81416v3_CDS_0693","","","","",""
"GCA_003359435.2_ASM335943v2_CDS_0166","persistent","","10","14","1.4","NA","NA","","","","236","1577","1131.07","GCA_003359435.2_ASM335943v2_CDS_0166","GCF_004295305.1_ASM429530v1_CDS_0115","GCF_002951295.1_ASM295129v1_CDS_3508","GCF_003143895.1_ASM314389v1_CDS_0107","GCF_000814165.3_ASM81416v3_CDS_0107","GCF_002082665.1_ASM208266v1_CDS_0229","GCA_003359375.2_ASM335937v2_CDS_0197" "GCA_003359375.2_ASM335937v2_CDS_0196","GCA_003359395.2_ASM335939v2_CDS_0210" "GCA_003359395.2_ASM335939v2_CDS_0211","GCA_003359355.2_ASM335935v2_CDS_0217" "GCA_003359355.2_ASM335935v2_CDS_0218" "GCA_003359355.2_ASM335935v2_CDS_0219","GCA_003359505.2_ASM335950v2_CDS_0143"
"GCA_003359435.2_ASM335943v2_CDS_0294","cloud","","1","1","1.0","NA","NA","","","","305","305","305.0","GCA_003359435.2_ASM335943v2_CDS_0294","","","","","","","","",""
"GCA_003359435.2_ASM335943v2_CDS_0358","cloud","","3","4","1.33","NA","NA","","","","398","1109","713.75","GCA_003359435.2_ASM335943v2_CDS_0358","","","","","","","GCA_003359395.2_ASM335939v2_CDS_0425" "GCA_003359395.2_ASM335939v2_CDS_0424","GCA_003359355.2_ASM335935v2_CDS_0454",""
"GCA_003359435.2_ASM335943v2_CDS_0678","persistent","","6","6","1.0","NA","NA","","","","548","713","664.0","GCA_003359435.2_ASM335943v2_CDS_0678","","GCF_002951295.1_ASM295129v1_CDS_0141","","","","GCA_003359375.2_ASM335937v2_CDS_0800","GCA_003359395.2_ASM335939v2_CDS_0812","GCA_003359355.2_ASM335935v2_CDS_0866","GCA_003359505.2_ASM335950v2_CDS_0675"
"GCA_003359435.2_ASM335943v2_CDS_0774","persistent","","10","12","1.2","NA","NA","","","","257","686","568.5","GCA_003359435.2_ASM335943v2_CDS_0774","GCF_004295305.1_ASM429530v1_CDS_0599","GCF_002951295.1_ASM295129v1_CDS_0216","GCF_003143895.1_ASM314389v1_CDS_0591","GCF_000814165.3_ASM81416v3_CDS_0572","GCF_002082665.1_ASM208266v1_CDS_0725","GCA_003359375.2_ASM335937v2_CDS_0914" "GCA_003359375.2_ASM335937v2_CDS_0915","GCA_003359395.2_ASM335939v2_CDS_0930","GCA_003359355.2_ASM335935v2_CDS_0987" "GCA_003359355.2_ASM335935v2_CDS_0988","GCA_003359505.2_ASM335950v2_CDS_0849"
"GCA_003359435.2_ASM335943v2_CDS_1126","cloud","","3","3","1.0","NA","NA","","","","206","212","210.0","GCA_003359435.2_ASM335943v2_CDS_1126","","","","","","","GCA_003359395.2_ASM335939v2_CDS_1362","GCA_003359355.2_ASM335935v2_CDS_1467",""
"GCA_003359435.2_ASM335943v2_CDS_1158","cloud","","1","1","1.0","NA","NA","","","","518","518","518.0","GCA_003359435.2_ASM335943v2_CDS_1158","","","","","","","","",""
"GCA_003359435.2_ASM335943v2_CDS_1190","persistent","","8","9","1.12","NA","NA","","","","500","1124","981.67","GCA_003359435.2_ASM335943v2_CDS_1190","","GCF_002951295.1_ASM295129v1_CDS_0468","GCF_003143895.1_ASM314389v1_CDS_0862","GCF_000814165.3_ASM81416v3_CDS_0877","","GCA_003359375.2_ASM335937v2_CDS_1320","GCA_003359395.2_ASM335939v2_CDS_1373" "GCA_003359395.2_ASM335939v2_CDS_1372","GCA_003359355.2_ASM335935v2_CDS_1477","GCA_003359505.2_ASM335950v2_CDS_1247"
"GCA_003359435.2_ASM335943v2_CDS_1318","persistent","","10","13","1.3","NA","NA","","","","167","1028","770.69","GCA_003359435.2_ASM335943v2_CDS_1318","GCF_004295305.1_ASM429530v1_CDS_0941","GCF_002951295.1_ASM295129v1_CDS_0567","GCF_003143895.1_ASM314389v1_CDS_0962","GCF_000814165.3_ASM81416v3_CDS_0980","GCF_002082665.1_ASM208266v1_CDS_1158","GCA_003359375.2_ASM335937v2_CDS_1485","GCA_003359395.2_ASM335939v2_CDS_1546" "GCA_003359395.2_ASM335939v2_CDS_1547" "GCA_003359395.2_ASM335939v2_CDS_1548","GCA_003359355.2_ASM335935v2_CDS_1651","GCA_003359505.2_ASM335950v2_CDS_1394" "GCA_003359505.2_ASM335950v2_CDS_1395"
"GCA_003359435.2_ASM335943v2_CDS_1638","persistent","","10","11","1.1","NA","NA","","","","158","1073","977.27","GCA_003359435.2_ASM335943v2_CDS_1638","GCF_004295305.1_ASM429530v1_CDS_1277","GCF_002951295.1_ASM295129v1_CDS_0854","GCF_003143895.1_ASM314389v1_CDS_1262","GCF_000814165.3_ASM81416v3_CDS_1239","GCF_002082665.1_ASM208266v1_CDS_1443","GCA_003359375.2_ASM335937v2_CDS_1920","GCA_003359395.2_ASM335939v2_CDS_1860","GCA_003359355.2_ASM335935v2_CDS_2108","GCA_003359505.2_ASM335950v2_CDS_1873" "GCA_003359505.2_ASM335950v2_CDS_1874"
"GCA_003359435.2_ASM335943v2_CDS_1958","persistent","","10","11","1.1","NA","NA","","","","131","893","814.45","GCA_003359435.2_ASM335943v2_CDS_1958","GCF_004295305.1_ASM429530v1_CDS_1539","GCF_002951295.1_ASM295129v1_CDS_1097","GCF_003143895.1_ASM314389v1_CDS_1507","GCF_000814165.3_ASM81416v3_CDS_1483","GCF_002082665.1_ASM208266v1_CDS_1860","GCA_003359375.2_ASM335937v2_CDS_2326","GCA_003359395.2_ASM335939v2_CDS_2262","GCA_003359355.2_ASM335935v2_CDS_2601" "GCA_003359355.2_ASM335935v2_CDS_2602","GCA_003359505.2_ASM335950v2_CDS_2247"
"GCA_003359435.2_ASM335943v2_CDS_2022","persistent","","10","11","1.1","NA","NA","","","","446","1034","933.64","GCA_003359435.2_ASM335943v2_CDS_2022","GCF_004295305.1_ASM429530v1_CDS_1586","GCF_002951295.1_ASM295129v1_CDS_1208","GCF_003143895.1_ASM314389v1_CDS_1553","GCF_000814165.3_ASM81416v3_CDS_1529","GCF_002082665.1_ASM208266v1_CDS_1814","GCA_003359375.2_ASM335937v2_CDS_2401" "GCA_003359375.2_ASM335937v2_CDS_2402","GCA_003359395.2_ASM335939v2_CDS_2338","GCA_003359355.2_ASM335935v2_CDS_2674","GCA_003359505.2_ASM335950v2_CDS_2459"
"GCA_003359435.2_ASM335943v2_CDS_2214","cloud","","2","2","1.0","NA","NA","","","","224","224","224.0","GCA_003359435.2_ASM335943v2_CDS_2214","","","","","","GCA_003359375.2_ASM335937v2_CDS_2625","","",""
"GCA_003359435.2_ASM335943v2_CDS_2470","cloud","","3","3","1.0","NA","NA","","","","128","968","517.0","GCA_003359435.2_ASM335943v2_CDS_2470","","","","","","GCA_003359375.2_ASM335937v2_CDS_5810","","","GCA_003359505.2_ASM335950v2_CDS_5989"
"GCA_003359435.2_ASM335943v2_CDS_3143","persistent","","10","10","1.0","NA","NA","","","","119","119","119.0","GCA_003359435.2_ASM335943v2_CDS_3143","GCF_004295305.1_ASM429530v1_CDS_2411","GCF_002951295.1_ASM295129v1_CDS_2116","GCF_003143895.1_ASM314389v1_CDS_2459","GCF_000814165.3_ASM81416v3_CDS_2402","GCF_002082665.1_ASM208266v1_CDS_2730","GCA_003359375.2_ASM335937v2_CDS_3827","GCA_003359395.2_ASM335939v2_CDS_3733","GCA_003359355.2_ASM335935v2_CDS_4013","GCA_003359505.2_ASM335950v2_CDS_3876"
"GCA_003359395.2_ASM335939v2_CDS_5793","cloud","","1","1","1.0","NA","NA","","","","377","377","377.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5793","",""
"GCA_003359395.2_ASM335939v2_CDS_5825","cloud","","1","1","1.0","NA","NA","","","","491","491","491.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5825","",""
"GCA_003359395.2_ASM335939v2_CDS_5921","cloud","","2","2","1.0","NA","NA","","","","263","578","420.5","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5921","GCA_003359355.2_ASM335935v2_CDS_6346",""
"GCA_003359395.2_ASM335939v2_CDS_5953","cloud","","2","2","1.0","NA","NA","","","","464","488","476.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5953","GCA_003359355.2_ASM335935v2_CDS_6380",""
"GCA_003359395.2_ASM335939v2_CDS_6146","cloud","","1","1","1.0","NA","NA","","","","275","275","275.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6146","",""
"GCA_003359395.2_ASM335939v2_CDS_6210","cloud","","1","1","1.0","NA","NA","","","","155","155","155.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6210","",""
"GCA_003359355.2_ASM335935v2_CDS_0162","cloud","","1","1","1.0","NA","NA","","","","611","611","611.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_0162",""
"GCA_003359355.2_ASM335935v2_CDS_0354","cloud","","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_0354",""
"GCA_003359355.2_ASM335935v2_CDS_0579","persistent","","10","12","1.2","NA","NA","","","","389","1421","1151.25","GCA_003359435.2_ASM335943v2_CDS_0461","GCF_004295305.1_ASM429530v1_CDS_0333","GCF_002951295.1_ASM295129v1_CDS_3686","GCF_003143895.1_ASM314389v1_CDS_0292","GCF_000814165.3_ASM81416v3_CDS_0323","GCF_002082665.1_ASM208266v1_CDS_0422","GCA_003359375.2_ASM335937v2_CDS_0525","GCA_003359395.2_ASM335939v2_CDS_0549","GCA_003359355.2_ASM335935v2_CDS_0579","GCA_003359505.2_ASM335950v2_CDS_0435" "GCA_003359505.2_ASM335950v2_CDS_0434" "GCA_003359505.2_ASM335950v2_CDS_0433"
