"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000191145.1_ASM19114v1","GCA_003359215.2_ASM335921v2","GCA_003359295.2_ASM335929v2","GCF_001617545.1_ASM161754v1","GCF_001577285.1_ASM157728v1","GCA_003359275.2_ASM335927v2","GCA_003354845.1_ASM335484v1","GCA_003359315.2_ASM335931v2","GCA_003359305.2_ASM335930v2","GCA_003359225.2_ASM335922v2"
"GCA_003359305.2_ASM335930v2_CDS_4163","shell","","5","5","1.0","NA","NA","","","","203","242","230.6","","","","","","GCA_003359275.2_ASM335927v2_CDS_3446","GCA_003354845.1_ASM335484v1_CDS_3727","GCA_003359315.2_ASM335931v2_CDS_3461","GCA_003359305.2_ASM335930v2_CDS_4163","GCA_003359225.2_ASM335922v2_CDS_3594"
"GCA_003359305.2_ASM335930v2_CDS_4259","cloud","","1","1","1.0","NA","NA","","","","332","332","332.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4259",""
"GCA_003359305.2_ASM335930v2_CDS_4323","cloud","","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4323",""
"GCA_003359305.2_ASM335930v2_CDS_4515","shell","","6","6","1.0","NA","NA","","","","482","596","529.0","","GCA_003359215.2_ASM335921v2_CDS_3719","","","","GCA_003359275.2_ASM335927v2_CDS_3763","GCA_003354845.1_ASM335484v1_CDS_4106","GCA_003359315.2_ASM335931v2_CDS_3748","GCA_003359305.2_ASM335930v2_CDS_4515","GCA_003359225.2_ASM335922v2_CDS_3893"
"GCA_003359305.2_ASM335930v2_CDS_4707","cloud","","1","1","1.0","NA","NA","","","","323","323","323.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4707",""
"GCA_003359305.2_ASM335930v2_CDS_4739","persistent","","6","6","1.0","NA","NA","","","","494","1016","795.0","GCF_000191145.1_ASM19114v1_CDS_0192","","GCA_003359295.2_ASM335929v2_CDS_3427","","GCF_001577285.1_ASM157728v1_CDS_1937","","GCA_003354845.1_ASM335484v1_CDS_4292","GCA_003359315.2_ASM335931v2_CDS_3950","GCA_003359305.2_ASM335930v2_CDS_4739",""
"GCA_003359305.2_ASM335930v2_CDS_4771","cloud","","2","2","1.0","NA","NA","","","","734","812","773.0","","","GCA_003359295.2_ASM335929v2_CDS_3468","","","","","","GCA_003359305.2_ASM335930v2_CDS_4771",""
"GCA_003359305.2_ASM335930v2_CDS_4803","cloud","","1","1","1.0","NA","NA","","","","278","278","278.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4803",""
"GCA_003359305.2_ASM335930v2_CDS_4835","cloud","","1","1","1.0","NA","NA","","","","572","572","572.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4835",""
"GCA_003359305.2_ASM335930v2_CDS_4867","cloud","","1","1","1.0","NA","NA","","","","389","389","389.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4867",""
"GCA_003359305.2_ASM335930v2_CDS_5285","cloud","","1","1","1.0","NA","NA","","","","104","104","104.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_5285",""
"GCA_003359305.2_ASM335930v2_CDS_5701","persistent","","10","12","1.2","NA","NA","","","","287","668","539.75","GCF_000191145.1_ASM19114v1_CDS_3243","GCA_003359215.2_ASM335921v2_CDS_4714","GCA_003359295.2_ASM335929v2_CDS_4187","GCF_001617545.1_ASM161754v1_CDS_0784","GCF_001577285.1_ASM157728v1_CDS_1346","GCA_003359275.2_ASM335927v2_CDS_4774","GCA_003354845.1_ASM335484v1_CDS_5054" "GCA_003354845.1_ASM335484v1_CDS_5053","GCA_003359315.2_ASM335931v2_CDS_4725" "GCA_003359315.2_ASM335931v2_CDS_4726","GCA_003359305.2_ASM335930v2_CDS_5701","GCA_003359225.2_ASM335922v2_CDS_4929"
"GCA_003359305.2_ASM335930v2_CDS_5925","cloud","","1","1","1.0","NA","NA","","","","224","224","224.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_5925",""
"GCA_003359305.2_ASM335930v2_CDS_6119","cloud","","1","1","1.0","NA","NA","","","","218","218","218.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6119",""
"GCA_003359305.2_ASM335930v2_CDS_6151","cloud","","1","1","1.0","NA","NA","","","","122","122","122.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6151",""
"GCA_003359305.2_ASM335930v2_CDS_6215","persistent","","10","10","1.0","NA","NA","","","","311","362","323.9","GCF_000191145.1_ASM19114v1_CDS_2922","GCA_003359215.2_ASM335921v2_CDS_5183","GCA_003359295.2_ASM335929v2_CDS_4619","GCF_001617545.1_ASM161754v1_CDS_0463","GCF_001577285.1_ASM157728v1_CDS_0987","GCA_003359275.2_ASM335927v2_CDS_5226","GCA_003354845.1_ASM335484v1_CDS_5529","GCA_003359315.2_ASM335931v2_CDS_5166","GCA_003359305.2_ASM335930v2_CDS_6215","GCA_003359225.2_ASM335922v2_CDS_5383"
"GCA_003359305.2_ASM335930v2_CDS_6280","cloud","","1","1","1.0","NA","NA","","","","239","239","239.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6280",""
"GCA_003359305.2_ASM335930v2_CDS_6312","cloud","","1","1","1.0","NA","NA","","","","287","287","287.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6312",""
"GCA_003359305.2_ASM335930v2_CDS_6344","cloud","","1","1","1.0","NA","NA","","","","140","140","140.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6344",""
"GCA_003359305.2_ASM335930v2_CDS_6408","cloud","","1","1","1.0","NA","NA","","","","368","368","368.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6408",""
"GCA_003359305.2_ASM335930v2_CDS_6472","cloud","","1","1","1.0","NA","NA","","","","278","278","278.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6472",""
"GCA_003359225.2_ASM335922v2_CDS_0026","persistent","","10","10","1.0","NA","NA","","","","182","596","501.2","GCF_000191145.1_ASM19114v1_CDS_2920","GCA_003359215.2_ASM335921v2_CDS_0030","GCA_003359295.2_ASM335929v2_CDS_0024","GCF_001617545.1_ASM161754v1_CDS_0015","GCF_001577285.1_ASM157728v1_CDS_0937","GCA_003359275.2_ASM335927v2_CDS_0025","GCA_003354845.1_ASM335484v1_CDS_0026","GCA_003359315.2_ASM335931v2_CDS_0033","GCA_003359305.2_ASM335930v2_CDS_0033","GCA_003359225.2_ASM335922v2_CDS_0026"
"GCA_003359225.2_ASM335922v2_CDS_0314","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0314"
"GCA_003359225.2_ASM335922v2_CDS_0378","cloud","","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0378"
"GCA_003359225.2_ASM335922v2_CDS_0410","cloud","","1","1","1.0","NA","NA","","","","293","293","293.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0410"
"GCA_003359275.2_ASM335927v2_CDS_2131","shell","","6","6","1.0","NA","NA","","","","770","1142","1021.5","","GCA_003359215.2_ASM335921v2_CDS_2063","GCA_003359295.2_ASM335929v2_CDS_1883","","","GCA_003359275.2_ASM335927v2_CDS_2131","","GCA_003359315.2_ASM335931v2_CDS_2212","GCA_003359305.2_ASM335930v2_CDS_2503","GCA_003359225.2_ASM335922v2_CDS_2294"
"GCA_003359275.2_ASM335927v2_CDS_2227","persistent","","9","9","1.0","NA","NA","","","","344","1250","983.0","GCF_000191145.1_ASM19114v1_CDS_1434","GCA_003359215.2_ASM335921v2_CDS_2156","GCA_003359295.2_ASM335929v2_CDS_1966","GCF_001617545.1_ASM161754v1_CDS_2510","GCF_001577285.1_ASM157728v1_CDS_3073","GCA_003359275.2_ASM335927v2_CDS_2227","GCA_003354845.1_ASM335484v1_CDS_2285","","GCA_003359305.2_ASM335930v2_CDS_2612","GCA_003359225.2_ASM335922v2_CDS_2384"
"GCA_003359275.2_ASM335927v2_CDS_2355","cloud","","2","2","1.0","NA","NA","","","","320","389","354.5","","","GCA_003359295.2_ASM335929v2_CDS_2077","","","GCA_003359275.2_ASM335927v2_CDS_2355","","","",""
"GCA_003359275.2_ASM335927v2_CDS_2547","persistent","","9","9","1.0","NA","NA","","","","290","569","496.0","GCF_000191145.1_ASM19114v1_CDS_1222","GCA_003359215.2_ASM335921v2_CDS_2440","GCA_003359295.2_ASM335929v2_CDS_2247","","GCF_001577285.1_ASM157728v1_CDS_2852","GCA_003359275.2_ASM335927v2_CDS_2547","GCA_003354845.1_ASM335484v1_CDS_2640","GCA_003359315.2_ASM335931v2_CDS_2607","GCA_003359305.2_ASM335930v2_CDS_2958","GCA_003359225.2_ASM335922v2_CDS_2698"
"GCF_001617545.1_ASM161754v1_CDS_2843","cloud","","2","2","1.0","NA","NA","","","","317","317","317.0","","GCA_003359215.2_ASM335921v2_CDS_1740","","GCF_001617545.1_ASM161754v1_CDS_2843","","","","","",""
"GCF_001617545.1_ASM161754v1_CDS_3003","cloud","","1","1","1.0","NA","NA","","","","551","551","551.0","","","","GCF_001617545.1_ASM161754v1_CDS_3003","","","","","",""
"GCF_001617545.1_ASM161754v1_CDS_3035","cloud","","1","1","1.0","NA","NA","","","","413","413","413.0","","","","GCF_001617545.1_ASM161754v1_CDS_3035","","","","","",""
"GCF_001617545.1_ASM161754v1_CDS_3195","cloud","","2","2","1.0","NA","NA","","","","401","401","401.0","","","","GCF_001617545.1_ASM161754v1_CDS_3195","","GCA_003359275.2_ASM335927v2_CDS_3574","","","",""
"GCF_001617545.1_ASM161754v1_CDS_3419","persistent","","10","19","1.9","NA","NA","","","","311","3176","1671.58","GCF_000191145.1_ASM19114v1_CDS_2176" "GCF_000191145.1_ASM19114v1_CDS_2177","GCA_003359215.2_ASM335921v2_CDS_1055" "GCA_003359215.2_ASM335921v2_CDS_1054","GCA_003359295.2_ASM335929v2_CDS_0942" "GCA_003359295.2_ASM335929v2_CDS_0943" "GCA_003359295.2_ASM335929v2_CDS_0944","GCF_001617545.1_ASM161754v1_CDS_3419","GCF_001577285.1_ASM157728v1_CDS_0180","GCA_003359275.2_ASM335927v2_CDS_1002" "GCA_003359275.2_ASM335927v2_CDS_1001" "GCA_003359275.2_ASM335927v2_CDS_1003","GCA_003354845.1_ASM335484v1_CDS_1095","GCA_003359315.2_ASM335931v2_CDS_1075" "GCA_003359315.2_ASM335931v2_CDS_1074","GCA_003359305.2_ASM335930v2_CDS_1209","GCA_003359225.2_ASM335922v2_CDS_1137" "GCA_003359225.2_ASM335922v2_CDS_1138" "GCA_003359225.2_ASM335922v2_CDS_1136"
"GCF_001617545.1_ASM161754v1_CDS_3451","cloud","","1","1","1.0","NA","NA","","","","299","299","299.0","","","","GCF_001617545.1_ASM161754v1_CDS_3451","","","","","",""
"GCF_001617545.1_ASM161754v1_CDS_3707","cloud","","1","1","1.0","NA","NA","","","","599","599","599.0","","","","GCF_001617545.1_ASM161754v1_CDS_3707","","","","","",""
"GCF_001577285.1_ASM157728v1_CDS_0084","cloud","","3","3","1.0","NA","NA","","","","386","1199","928.0","","","","","GCF_001577285.1_ASM157728v1_CDS_0084","","","GCA_003359315.2_ASM335931v2_CDS_1221","","GCA_003359225.2_ASM335922v2_CDS_0394"
"GCF_001577285.1_ASM157728v1_CDS_0308","persistent","","10","16","1.6","NA","NA","","","","125","923","530.75","GCF_000191145.1_ASM19114v1_CDS_2275","GCA_003359215.2_ASM335921v2_CDS_0913" "GCA_003359215.2_ASM335921v2_CDS_0914","GCA_003359295.2_ASM335929v2_CDS_0813" "GCA_003359295.2_ASM335929v2_CDS_0814","GCF_001617545.1_ASM161754v1_CDS_3517","GCF_001577285.1_ASM157728v1_CDS_0308","GCA_003359275.2_ASM335927v2_CDS_0864","GCA_003354845.1_ASM335484v1_CDS_0942" "GCA_003354845.1_ASM335484v1_CDS_0943","GCA_003359315.2_ASM335931v2_CDS_0925" "GCA_003359315.2_ASM335931v2_CDS_0924","GCA_003359305.2_ASM335930v2_CDS_1043" "GCA_003359305.2_ASM335930v2_CDS_1041" "GCA_003359305.2_ASM335930v2_CDS_1042","GCA_003359225.2_ASM335922v2_CDS_0978"
"GCF_001577285.1_ASM157728v1_CDS_0340","persistent","","10","16","1.6","NA","NA","","","","158","1211","753.12","GCF_000191145.1_ASM19114v1_CDS_2307","GCA_003359215.2_ASM335921v2_CDS_0871" "GCA_003359215.2_ASM335921v2_CDS_0872","GCA_003359295.2_ASM335929v2_CDS_0776" "GCA_003359295.2_ASM335929v2_CDS_0777","GCF_001617545.1_ASM161754v1_CDS_3548","GCF_001577285.1_ASM157728v1_CDS_0340","GCA_003359275.2_ASM335927v2_CDS_0822" "GCA_003359275.2_ASM335927v2_CDS_0821","GCA_003354845.1_ASM335484v1_CDS_0899" "GCA_003354845.1_ASM335484v1_CDS_0900","GCA_003359315.2_ASM335931v2_CDS_0878" "GCA_003359315.2_ASM335931v2_CDS_0877","GCA_003359305.2_ASM335930v2_CDS_0995" "GCA_003359305.2_ASM335930v2_CDS_0994","GCA_003359225.2_ASM335922v2_CDS_0934"
"GCF_001577285.1_ASM157728v1_CDS_0372","persistent","","10","10","1.0","NA","NA","","","","206","485","398.9","GCF_000191145.1_ASM19114v1_CDS_2341","GCA_003359215.2_ASM335921v2_CDS_0814","GCA_003359295.2_ASM335929v2_CDS_0733","GCF_001617545.1_ASM161754v1_CDS_3582","GCF_001577285.1_ASM157728v1_CDS_0372","GCA_003359275.2_ASM335927v2_CDS_0767","GCA_003354845.1_ASM335484v1_CDS_0846","GCA_003359315.2_ASM335931v2_CDS_0827","GCA_003359305.2_ASM335930v2_CDS_0939","GCA_003359225.2_ASM335922v2_CDS_0882"
"GCF_001577285.1_ASM157728v1_CDS_0468","persistent","","10","15","1.5","NA","NA","","","","194","671","413.4","GCF_000191145.1_ASM19114v1_CDS_2482","GCA_003359215.2_ASM335921v2_CDS_0675","GCA_003359295.2_ASM335929v2_CDS_0619" "GCA_003359295.2_ASM335929v2_CDS_0618","GCF_001617545.1_ASM161754v1_CDS_0449","GCF_001577285.1_ASM157728v1_CDS_0468","GCA_003359275.2_ASM335927v2_CDS_0638" "GCA_003359275.2_ASM335927v2_CDS_0637","GCA_003354845.1_ASM335484v1_CDS_0713" "GCA_003354845.1_ASM335484v1_CDS_0712","GCA_003359315.2_ASM335931v2_CDS_0696" "GCA_003359315.2_ASM335931v2_CDS_0695","GCA_003359305.2_ASM335930v2_CDS_0714" "GCA_003359305.2_ASM335930v2_CDS_0713","GCA_003359225.2_ASM335922v2_CDS_0750"
"GCF_001577285.1_ASM157728v1_CDS_0628","persistent","","10","10","1.0","NA","NA","","","","527","527","527.0","GCF_000191145.1_ASM19114v1_CDS_2646","GCA_003359215.2_ASM335921v2_CDS_0443","GCA_003359295.2_ASM335929v2_CDS_0416","GCF_001617545.1_ASM161754v1_CDS_0287","GCF_001577285.1_ASM157728v1_CDS_0628","GCA_003359275.2_ASM335927v2_CDS_0409","GCA_003354845.1_ASM335484v1_CDS_0501","GCA_003359315.2_ASM335931v2_CDS_0472","GCA_003359305.2_ASM335930v2_CDS_0464","GCA_003359225.2_ASM335922v2_CDS_0530"
"GCF_001577285.1_ASM157728v1_CDS_0788","persistent","","10","11","1.1","NA","NA","","","","332","797","713.0","GCF_000191145.1_ASM19114v1_CDS_2776","GCA_003359215.2_ASM335921v2_CDS_0224","GCA_003359295.2_ASM335929v2_CDS_0206" "GCA_003359295.2_ASM335929v2_CDS_0207","GCF_001617545.1_ASM161754v1_CDS_0155","GCF_001577285.1_ASM157728v1_CDS_0788","GCA_003359275.2_ASM335927v2_CDS_0227","GCA_003354845.1_ASM335484v1_CDS_0249","GCA_003359315.2_ASM335931v2_CDS_0241","GCA_003359305.2_ASM335930v2_CDS_0260","GCA_003359225.2_ASM335922v2_CDS_0242"
"GCF_001577285.1_ASM157728v1_CDS_0948","persistent","","10","18","1.8","NA","NA","","","","137","2468","1295.33","GCF_000191145.1_ASM19114v1_CDS_2424","GCA_003359215.2_ASM335921v2_CDS_0009" "GCA_003359215.2_ASM335921v2_CDS_0008","GCA_003359295.2_ASM335929v2_CDS_0009","GCF_001617545.1_ASM161754v1_CDS_0004","GCF_001577285.1_ASM157728v1_CDS_0948","GCA_003359275.2_ASM335927v2_CDS_0009","GCA_003354845.1_ASM335484v1_CDS_0007" "GCA_003354845.1_ASM335484v1_CDS_0009" "GCA_003354845.1_ASM335484v1_CDS_0008","GCA_003359315.2_ASM335931v2_CDS_0010" "GCA_003359315.2_ASM335931v2_CDS_0008" "GCA_003359315.2_ASM335931v2_CDS_0007" "GCA_003359315.2_ASM335931v2_CDS_0009","GCA_003359305.2_ASM335930v2_CDS_0007" "GCA_003359305.2_ASM335930v2_CDS_0006","GCA_003359225.2_ASM335922v2_CDS_0009" "GCA_003359225.2_ASM335922v2_CDS_0008"
"GCF_001577285.1_ASM157728v1_CDS_1172","persistent","","10","15","1.5","NA","NA","","","","242","1589","1051.6","GCF_000191145.1_ASM19114v1_CDS_3101","GCA_003359215.2_ASM335921v2_CDS_4919" "GCA_003359215.2_ASM335921v2_CDS_4918","GCA_003359295.2_ASM335929v2_CDS_4391","GCF_001617545.1_ASM161754v1_CDS_0645","GCF_001577285.1_ASM157728v1_CDS_1172","GCA_003359275.2_ASM335927v2_CDS_4969","GCA_003354845.1_ASM335484v1_CDS_5272" "GCA_003354845.1_ASM335484v1_CDS_5271","GCA_003359315.2_ASM335931v2_CDS_4925","GCA_003359305.2_ASM335930v2_CDS_5924" "GCA_003359305.2_ASM335930v2_CDS_5923" "GCA_003359305.2_ASM335930v2_CDS_5922","GCA_003359225.2_ASM335922v2_CDS_5136" "GCA_003359225.2_ASM335922v2_CDS_5135"
"GCF_001577285.1_ASM157728v1_CDS_1204","cloud","","1","1","1.0","NA","NA","","","","1688","1688","1688.0","","","","","GCF_001577285.1_ASM157728v1_CDS_1204","","","","",""
"GCF_001577285.1_ASM157728v1_CDS_1332","persistent","","10","14","1.4","NA","NA","","","","254","2699","1161.07","GCF_000191145.1_ASM19114v1_CDS_3228","GCA_003359215.2_ASM335921v2_CDS_4736","GCA_003359295.2_ASM335929v2_CDS_4208","GCF_001617545.1_ASM161754v1_CDS_0770","GCF_001577285.1_ASM157728v1_CDS_1332","GCA_003359275.2_ASM335927v2_CDS_4797","GCA_003354845.1_ASM335484v1_CDS_5081" "GCA_003354845.1_ASM335484v1_CDS_5080","GCA_003359315.2_ASM335931v2_CDS_4750","GCA_003359305.2_ASM335930v2_CDS_5729" "GCA_003359305.2_ASM335930v2_CDS_5725" "GCA_003359305.2_ASM335930v2_CDS_5728" "GCA_003359305.2_ASM335930v2_CDS_5726","GCA_003359225.2_ASM335922v2_CDS_4954"
"GCF_001577285.1_ASM157728v1_CDS_1364","persistent","","10","15","1.5","NA","NA","","","","212","1205","780.4","GCF_000191145.1_ASM19114v1_CDS_3262","GCA_003359215.2_ASM335921v2_CDS_4685","GCA_003359295.2_ASM335929v2_CDS_4164","GCF_001617545.1_ASM161754v1_CDS_0802","GCF_001577285.1_ASM157728v1_CDS_1364","GCA_003359275.2_ASM335927v2_CDS_4742" "GCA_003359275.2_ASM335927v2_CDS_4743" "GCA_003359275.2_ASM335927v2_CDS_4744","GCA_003354845.1_ASM335484v1_CDS_5023" "GCA_003354845.1_ASM335484v1_CDS_5024","GCA_003359315.2_ASM335931v2_CDS_4700" "GCA_003359315.2_ASM335931v2_CDS_4701","GCA_003359305.2_ASM335930v2_CDS_5669" "GCA_003359305.2_ASM335930v2_CDS_5668","GCA_003359225.2_ASM335922v2_CDS_4899"
"GCF_001577285.1_ASM157728v1_CDS_1556","cloud","","1","1","1.0","NA","NA","","","","1076","1076","1076.0","","","","","GCF_001577285.1_ASM157728v1_CDS_1556","","","","",""
"GCF_001577285.1_ASM157728v1_CDS_1620","shell","","6","9","1.5","NA","NA","","","","536","1829","1174.0","","","GCA_003359295.2_ASM335929v2_CDS_3903" "GCA_003359295.2_ASM335929v2_CDS_3902","","GCF_001577285.1_ASM157728v1_CDS_1620","GCA_003359275.2_ASM335927v2_CDS_4474","GCA_003354845.1_ASM335484v1_CDS_4744" "GCA_003354845.1_ASM335484v1_CDS_4743","GCA_003359315.2_ASM335931v2_CDS_4413","","GCA_003359225.2_ASM335922v2_CDS_4602" "GCA_003359225.2_ASM335922v2_CDS_4603"
"GCF_001577285.1_ASM157728v1_CDS_1812","persistent","","10","17","1.7","NA","NA","","","","230","2411","1391.88","GCF_000191145.1_ASM19114v1_CDS_0061","GCA_003359215.2_ASM335921v2_CDS_4094" "GCA_003359215.2_ASM335921v2_CDS_4093","GCA_003359295.2_ASM335929v2_CDS_3665","GCF_001617545.1_ASM161754v1_CDS_1164","GCF_001577285.1_ASM157728v1_CDS_1812","GCA_003359275.2_ASM335927v2_CDS_4151" "GCA_003359275.2_ASM335927v2_CDS_4150","GCA_003354845.1_ASM335484v1_CDS_4474","GCA_003359315.2_ASM335931v2_CDS_4145","GCA_003359305.2_ASM335930v2_CDS_5073" "GCA_003359305.2_ASM335930v2_CDS_5074" "GCA_003359305.2_ASM335930v2_CDS_5075","GCA_003359225.2_ASM335922v2_CDS_4295" "GCA_003359225.2_ASM335922v2_CDS_4293" "GCA_003359225.2_ASM335922v2_CDS_4292" "GCA_003359225.2_ASM335922v2_CDS_4294"
"GCF_001577285.1_ASM157728v1_CDS_1941","persistent","","6","11","1.83","NA","NA","","","","221","920","501.64","GCF_000191145.1_ASM19114v1_CDS_0196","","GCA_003359295.2_ASM335929v2_CDS_3419" "GCA_003359295.2_ASM335929v2_CDS_3420","","GCF_001577285.1_ASM157728v1_CDS_1941","","GCA_003354845.1_ASM335484v1_CDS_4283" "GCA_003354845.1_ASM335484v1_CDS_4284","GCA_003359315.2_ASM335931v2_CDS_3935" "GCA_003359315.2_ASM335931v2_CDS_3936","GCA_003359305.2_ASM335930v2_CDS_4729" "GCA_003359305.2_ASM335930v2_CDS_4728" "GCA_003359305.2_ASM335930v2_CDS_4730",""
"GCA_003359305.2_ASM335930v2_CDS_3945","cloud","","1","1","1.0","NA","NA","","","","1442","1442","1442.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_3945",""
"GCA_003359305.2_ASM335930v2_CDS_4169","persistent","","10","17","1.7","NA","NA","","","","137","959","526.12","GCF_000191145.1_ASM19114v1_CDS_0466","GCA_003359215.2_ASM335921v2_CDS_3366" "GCA_003359215.2_ASM335921v2_CDS_3365" "GCA_003359215.2_ASM335921v2_CDS_3367","GCA_003359295.2_ASM335929v2_CDS_2990","GCF_001617545.1_ASM161754v1_CDS_1603","GCF_001577285.1_ASM157728v1_CDS_2213","GCA_003359275.2_ASM335927v2_CDS_3450" "GCA_003359275.2_ASM335927v2_CDS_3451","GCA_003354845.1_ASM335484v1_CDS_3733" "GCA_003354845.1_ASM335484v1_CDS_3731" "GCA_003354845.1_ASM335484v1_CDS_3732","GCA_003359315.2_ASM335931v2_CDS_3467" "GCA_003359315.2_ASM335931v2_CDS_3466","GCA_003359305.2_ASM335930v2_CDS_4169","GCA_003359225.2_ASM335922v2_CDS_3598" "GCA_003359225.2_ASM335922v2_CDS_3597"
"GCA_003359305.2_ASM335930v2_CDS_4265","cloud","","1","1","1.0","NA","NA","","","","212","212","212.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4265",""
"GCA_003359305.2_ASM335930v2_CDS_4297","cloud","","1","1","1.0","NA","NA","","","","542","542","542.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4297",""
"GCA_003359305.2_ASM335930v2_CDS_4745","cloud","","1","1","1.0","NA","NA","","","","764","764","764.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4745",""
"GCA_003359305.2_ASM335930v2_CDS_4809","cloud","","1","1","1.0","NA","NA","","","","971","971","971.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4809",""
"GCA_003359305.2_ASM335930v2_CDS_4841","cloud","","2","2","1.0","NA","NA","","","","236","335","285.5","","","GCA_003359295.2_ASM335929v2_CDS_3504","","","","","","GCA_003359305.2_ASM335930v2_CDS_4841",""
"GCA_003359305.2_ASM335930v2_CDS_5130","persistent","","10","15","1.5","NA","NA","","","","326","1418","913.2","GCF_000191145.1_ASM19114v1_CDS_0019","GCA_003359215.2_ASM335921v2_CDS_4153" "GCA_003359215.2_ASM335921v2_CDS_4152","GCA_003359295.2_ASM335929v2_CDS_3711","GCF_001617545.1_ASM161754v1_CDS_1124","GCF_001577285.1_ASM157728v1_CDS_1772","GCA_003359275.2_ASM335927v2_CDS_4203" "GCA_003359275.2_ASM335927v2_CDS_4202","GCA_003354845.1_ASM335484v1_CDS_4528","GCA_003359315.2_ASM335931v2_CDS_4198" "GCA_003359315.2_ASM335931v2_CDS_4200" "GCA_003359315.2_ASM335931v2_CDS_4199","GCA_003359305.2_ASM335930v2_CDS_5130","GCA_003359225.2_ASM335922v2_CDS_4360" "GCA_003359225.2_ASM335922v2_CDS_4359"
"GCA_003359305.2_ASM335930v2_CDS_5162","cloud","","1","1","1.0","NA","NA","","","","812","812","812.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_5162",""
"GCA_003359305.2_ASM335930v2_CDS_5515","persistent","","10","10","1.0","NA","NA","","","","437","437","437.0","GCF_000191145.1_ASM19114v1_CDS_3361","GCA_003359215.2_ASM335921v2_CDS_4489","GCA_003359295.2_ASM335929v2_CDS_4038","GCF_001617545.1_ASM161754v1_CDS_0900","GCF_001577285.1_ASM157728v1_CDS_1464","GCA_003359275.2_ASM335927v2_CDS_4619","GCA_003354845.1_ASM335484v1_CDS_4888","GCA_003359315.2_ASM335931v2_CDS_4570","GCA_003359305.2_ASM335930v2_CDS_5515","GCA_003359225.2_ASM335922v2_CDS_4753"
"GCA_003359305.2_ASM335930v2_CDS_5771","cloud","","1","1","1.0","NA","NA","","","","128","128","128.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_5771",""
"GCA_003359305.2_ASM335930v2_CDS_6093","cloud","","1","1","1.0","NA","NA","","","","203","203","203.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6093",""
"GCA_003359305.2_ASM335930v2_CDS_6286","cloud","","1","1","1.0","NA","NA","","","","275","275","275.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6286",""
"GCA_003359305.2_ASM335930v2_CDS_6318","cloud","","1","1","1.0","NA","NA","","","","1196","1196","1196.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6318",""
"GCA_003359305.2_ASM335930v2_CDS_6478","cloud","","1","1","1.0","NA","NA","","","","602","602","602.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6478",""
"GCA_003359225.2_ASM335922v2_CDS_0384","cloud","","1","1","1.0","NA","NA","","","","206","206","206.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0384"
"GCA_003359225.2_ASM335922v2_CDS_0416","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0416"
"GCF_001577285.1_ASM157728v1_CDS_2838","cloud","","1","1","1.0","NA","NA","","","","1175","1175","1175.0","","","","","GCF_001577285.1_ASM157728v1_CDS_2838","","","","",""
