"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_014720715.1_ASM1472071v1","GCA_014717695.1_ASM1471769v1","GCA_014718155.1_ASM1471815v1","GCA_014718535.1_ASM1471853v1","GCA_014719655.1_ASM1471965v1","GCA_014718955.1_ASM1471895v1","GCA_014718755.1_ASM1471875v1","GCA_014717935.1_ASM1471793v1","GCA_014722275.1_ASM1472227v1","GCA_014720295.1_ASM1472029v1"
"GCA_014718155.1_ASM1471815v1_CDS_0500","persistent","","10","10","1.0","NA","NA","","","","911","917","911.6","GCA_014720715.1_ASM1472071v1_CDS_0561","GCA_014717695.1_ASM1471769v1_CDS_0500","GCA_014718155.1_ASM1471815v1_CDS_0500","GCA_014718535.1_ASM1471853v1_CDS_0536","GCA_014719655.1_ASM1471965v1_CDS_0510","GCA_014718955.1_ASM1471895v1_CDS_0571","GCA_014718755.1_ASM1471875v1_CDS_0495","GCA_014717935.1_ASM1471793v1_CDS_0537","GCA_014722275.1_ASM1472227v1_CDS_3558","GCA_014720295.1_ASM1472029v1_CDS_3604"
"GCA_014718155.1_ASM1471815v1_CDS_0564","persistent","","10","11","1.1","NA","NA","","","","284","1013","921.36","GCA_014720715.1_ASM1472071v1_CDS_0630","GCA_014717695.1_ASM1471769v1_CDS_0564","GCA_014718155.1_ASM1471815v1_CDS_0564","GCA_014718535.1_ASM1471853v1_CDS_0605","GCA_014719655.1_ASM1471965v1_CDS_0580","GCA_014718955.1_ASM1471895v1_CDS_0633","GCA_014718755.1_ASM1471875v1_CDS_0557","GCA_014717935.1_ASM1471793v1_CDS_0602","GCA_014722275.1_ASM1472227v1_CDS_3495" "GCA_014722275.1_ASM1472227v1_CDS_3496","GCA_014720295.1_ASM1472029v1_CDS_3539"
"GCA_014718155.1_ASM1471815v1_CDS_0692","persistent","","10","10","1.0","NA","NA","","","","491","491","491.0","GCA_014720715.1_ASM1472071v1_CDS_0779","GCA_014717695.1_ASM1471769v1_CDS_0696","GCA_014718155.1_ASM1471815v1_CDS_0692","GCA_014718535.1_ASM1471853v1_CDS_0752","GCA_014719655.1_ASM1471965v1_CDS_0716","GCA_014718955.1_ASM1471895v1_CDS_0771","GCA_014718755.1_ASM1471875v1_CDS_0688","GCA_014717935.1_ASM1471793v1_CDS_0731","GCA_014722275.1_ASM1472227v1_CDS_3360","GCA_014720295.1_ASM1472029v1_CDS_3403"
"GCA_014718155.1_ASM1471815v1_CDS_0948","persistent","","10","10","1.0","NA","NA","","","","710","710","710.0","GCA_014720715.1_ASM1472071v1_CDS_1052","GCA_014717695.1_ASM1471769v1_CDS_0952","GCA_014718155.1_ASM1471815v1_CDS_0948","GCA_014718535.1_ASM1471853v1_CDS_1018","GCA_014719655.1_ASM1471965v1_CDS_1016","GCA_014718955.1_ASM1471895v1_CDS_1123","GCA_014718755.1_ASM1471875v1_CDS_0963","GCA_014717935.1_ASM1471793v1_CDS_0980","GCA_014722275.1_ASM1472227v1_CDS_3005","GCA_014720295.1_ASM1472029v1_CDS_3053"
"GCA_014718155.1_ASM1471815v1_CDS_0980","persistent","","10","13","1.3","NA","NA","","","","245","1235","950.46","GCA_014720715.1_ASM1472071v1_CDS_1081","GCA_014717695.1_ASM1471769v1_CDS_0982","GCA_014718155.1_ASM1471815v1_CDS_0980","GCA_014718535.1_ASM1471853v1_CDS_1047","GCA_014719655.1_ASM1471965v1_CDS_1050" "GCA_014719655.1_ASM1471965v1_CDS_1049","GCA_014718955.1_ASM1471895v1_CDS_1155" "GCA_014718955.1_ASM1471895v1_CDS_1154","GCA_014718755.1_ASM1471875v1_CDS_0993","GCA_014717935.1_ASM1471793v1_CDS_1012","GCA_014722275.1_ASM1472227v1_CDS_2974","GCA_014720295.1_ASM1472029v1_CDS_3022" "GCA_014720295.1_ASM1472029v1_CDS_3023"
"GCA_014718155.1_ASM1471815v1_CDS_1012","persistent","","10","10","1.0","NA","NA","","","","1193","1319","1286.0","GCA_014720715.1_ASM1472071v1_CDS_1113","GCA_014717695.1_ASM1471769v1_CDS_1016","GCA_014718155.1_ASM1471815v1_CDS_1012","GCA_014718535.1_ASM1471853v1_CDS_1081","GCA_014719655.1_ASM1471965v1_CDS_1084","GCA_014718955.1_ASM1471895v1_CDS_1187","GCA_014718755.1_ASM1471875v1_CDS_1022","GCA_014717935.1_ASM1471793v1_CDS_1043","GCA_014722275.1_ASM1472227v1_CDS_2945","GCA_014720295.1_ASM1472029v1_CDS_2992"
"GCA_014718155.1_ASM1471815v1_CDS_1044","persistent","","10","12","1.2","NA","NA","","","","329","1721","1426.75","GCA_014720715.1_ASM1472071v1_CDS_1151","GCA_014717695.1_ASM1471769v1_CDS_1048","GCA_014718155.1_ASM1471815v1_CDS_1044","GCA_014718535.1_ASM1471853v1_CDS_1117","GCA_014719655.1_ASM1471965v1_CDS_1118","GCA_014718955.1_ASM1471895v1_CDS_1225","GCA_014718755.1_ASM1471875v1_CDS_1104","GCA_014717935.1_ASM1471793v1_CDS_1077","GCA_014722275.1_ASM1472227v1_CDS_2839","GCA_014720295.1_ASM1472029v1_CDS_2885" "GCA_014720295.1_ASM1472029v1_CDS_2883" "GCA_014720295.1_ASM1472029v1_CDS_2884"
"GCA_014718155.1_ASM1471815v1_CDS_1108","cloud","","1","1","1.0","NA","NA","","","","479","479","479.0","","","GCA_014718155.1_ASM1471815v1_CDS_1108","","","","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_1300","cloud","","2","2","1.0","NA","NA","","","","410","410","410.0","","GCA_014717695.1_ASM1471769v1_CDS_1261","GCA_014718155.1_ASM1471815v1_CDS_1300","","","","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_1396","persistent","","10","12","1.2","NA","NA","","","","425","2438","2034.75","GCA_014720715.1_ASM1472071v1_CDS_1483","GCA_014717695.1_ASM1471769v1_CDS_1366","GCA_014718155.1_ASM1471815v1_CDS_1396","GCA_014718535.1_ASM1471853v1_CDS_1447","GCA_014719655.1_ASM1471965v1_CDS_1437","GCA_014718955.1_ASM1471895v1_CDS_1591","GCA_014718755.1_ASM1471875v1_CDS_1529","GCA_014717935.1_ASM1471793v1_CDS_1418","GCA_014722275.1_ASM1472227v1_CDS_2506" "GCA_014722275.1_ASM1472227v1_CDS_2507","GCA_014720295.1_ASM1472029v1_CDS_2555" "GCA_014720295.1_ASM1472029v1_CDS_2553"
"GCA_014718155.1_ASM1471815v1_CDS_1588","persistent","","10","11","1.1","NA","NA","","","","134","719","589.73","GCA_014720715.1_ASM1472071v1_CDS_1692","GCA_014717695.1_ASM1471769v1_CDS_1560","GCA_014718155.1_ASM1471815v1_CDS_1588","GCA_014718535.1_ASM1471853v1_CDS_1654","GCA_014719655.1_ASM1471965v1_CDS_1640","GCA_014718955.1_ASM1471895v1_CDS_1796","GCA_014718755.1_ASM1471875v1_CDS_1723","GCA_014717935.1_ASM1471793v1_CDS_1611","GCA_014722275.1_ASM1472227v1_CDS_2313","GCA_014720295.1_ASM1472029v1_CDS_2356" "GCA_014720295.1_ASM1472029v1_CDS_2357"
"GCA_014718755.1_ASM1471875v1_CDS_1294","shell","","3","4","1.33","NA","NA","","","","263","263","263.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_1236" "GCA_014718755.1_ASM1471875v1_CDS_1294","","GCA_014722275.1_ASM1472227v1_CDS_2913","GCA_014720295.1_ASM1472029v1_CDS_2960"
"GCA_014718755.1_ASM1471875v1_CDS_1390","persistent","","10","10","1.0","NA","NA","","","","1073","1073","1073.0","GCA_014720715.1_ASM1472071v1_CDS_1330","GCA_014717695.1_ASM1471769v1_CDS_1218","GCA_014718155.1_ASM1471815v1_CDS_1258","GCA_014718535.1_ASM1471853v1_CDS_1301","GCA_014719655.1_ASM1471965v1_CDS_1298","GCA_014718955.1_ASM1471895v1_CDS_1472","GCA_014718755.1_ASM1471875v1_CDS_1390","GCA_014717935.1_ASM1471793v1_CDS_1288","GCA_014722275.1_ASM1472227v1_CDS_2656","GCA_014720295.1_ASM1472029v1_CDS_2704"
"GCA_014718755.1_ASM1471875v1_CDS_2190","persistent","","10","10","1.0","NA","NA","","","","182","422","358.4","GCA_014720715.1_ASM1472071v1_CDS_2135","GCA_014717695.1_ASM1471769v1_CDS_1966","GCA_014718155.1_ASM1471815v1_CDS_2039","GCA_014718535.1_ASM1471853v1_CDS_1929","GCA_014719655.1_ASM1471965v1_CDS_2016","GCA_014718955.1_ASM1471895v1_CDS_2199","GCA_014718755.1_ASM1471875v1_CDS_2190","GCA_014717935.1_ASM1471793v1_CDS_2066","GCA_014722275.1_ASM1472227v1_CDS_1842","GCA_014720295.1_ASM1472029v1_CDS_1892"
"GCA_014718755.1_ASM1471875v1_CDS_2574","persistent","","9","10","1.11","NA","NA","","","","461","1364","1224.2","GCA_014720715.1_ASM1472071v1_CDS_2438" "GCA_014720715.1_ASM1472071v1_CDS_2439","GCA_014717695.1_ASM1471769v1_CDS_2269","GCA_014718155.1_ASM1471815v1_CDS_2343","GCA_014718535.1_ASM1471853v1_CDS_2416","GCA_014719655.1_ASM1471965v1_CDS_2387","","GCA_014718755.1_ASM1471875v1_CDS_2574","GCA_014717935.1_ASM1471793v1_CDS_2363","GCA_014722275.1_ASM1472227v1_CDS_1444","GCA_014720295.1_ASM1472029v1_CDS_1489"
"GCA_014718755.1_ASM1471875v1_CDS_2862","shell","","5","5","1.0","NA","NA","","","","830","830","830.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_2746","","GCA_014718755.1_ASM1471875v1_CDS_2862","GCA_014717935.1_ASM1471793v1_CDS_2686","GCA_014722275.1_ASM1472227v1_CDS_1152","GCA_014720295.1_ASM1472029v1_CDS_1181"
"GCA_014718755.1_ASM1471875v1_CDS_2926","persistent","","10","10","1.0","NA","NA","","","","494","641","626.3","GCA_014720715.1_ASM1472071v1_CDS_2738","GCA_014717695.1_ASM1471769v1_CDS_2686","GCA_014718155.1_ASM1471815v1_CDS_2752","GCA_014718535.1_ASM1471853v1_CDS_2774","GCA_014719655.1_ASM1471965v1_CDS_2793","GCA_014718955.1_ASM1471895v1_CDS_2776","GCA_014718755.1_ASM1471875v1_CDS_2926","GCA_014717935.1_ASM1471793v1_CDS_2751","GCA_014722275.1_ASM1472227v1_CDS_1110","GCA_014720295.1_ASM1472029v1_CDS_1138"
"GCA_014718755.1_ASM1471875v1_CDS_2958","shell","","3","3","1.0","NA","NA","","","","407","443","431.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_2958","","GCA_014722275.1_ASM1472227v1_CDS_1079","GCA_014720295.1_ASM1472029v1_CDS_1105"
"GCA_014718755.1_ASM1471875v1_CDS_2990","shell","","3","3","1.0","NA","NA","","","","656","656","656.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_2990","","GCA_014722275.1_ASM1472227v1_CDS_1047","GCA_014720295.1_ASM1472029v1_CDS_1073"
"GCA_014718755.1_ASM1471875v1_CDS_3311","cloud","","1","1","1.0","NA","NA","","","","4472","4472","4472.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_3311","","",""
"GCA_014718755.1_ASM1471875v1_CDS_3535","persistent","","10","11","1.1","NA","NA","","","","239","944","836.27","GCA_014720715.1_ASM1472071v1_CDS_3228","GCA_014717695.1_ASM1471769v1_CDS_3235","GCA_014718155.1_ASM1471815v1_CDS_3224","GCA_014718535.1_ASM1471853v1_CDS_3290" "GCA_014718535.1_ASM1471853v1_CDS_3289","GCA_014719655.1_ASM1471965v1_CDS_3330","GCA_014718955.1_ASM1471895v1_CDS_3289","GCA_014718755.1_ASM1471875v1_CDS_3535","GCA_014717935.1_ASM1471793v1_CDS_3229","GCA_014722275.1_ASM1472227v1_CDS_0545","GCA_014720295.1_ASM1472029v1_CDS_0556"
"GCA_014718755.1_ASM1471875v1_CDS_3567","persistent","","10","10","1.0","NA","NA","","","","800","800","800.0","GCA_014720715.1_ASM1472071v1_CDS_3309","GCA_014717695.1_ASM1471769v1_CDS_3266","GCA_014718155.1_ASM1471815v1_CDS_3258","GCA_014718535.1_ASM1471853v1_CDS_3345","GCA_014719655.1_ASM1471965v1_CDS_3390","GCA_014718955.1_ASM1471895v1_CDS_3356","GCA_014718755.1_ASM1471875v1_CDS_3567","GCA_014717935.1_ASM1471793v1_CDS_3262","GCA_014722275.1_ASM1472227v1_CDS_0510","GCA_014720295.1_ASM1472029v1_CDS_0521"
"GCA_014718755.1_ASM1471875v1_CDS_3599","persistent","","10","10","1.0","NA","NA","","","","401","626","602.6","GCA_014720715.1_ASM1472071v1_CDS_3346","GCA_014717695.1_ASM1471769v1_CDS_3300","GCA_014718155.1_ASM1471815v1_CDS_3291","GCA_014718535.1_ASM1471853v1_CDS_3382","GCA_014719655.1_ASM1471965v1_CDS_3420","GCA_014718955.1_ASM1471895v1_CDS_3388","GCA_014718755.1_ASM1471875v1_CDS_3599","GCA_014717935.1_ASM1471793v1_CDS_3293","GCA_014722275.1_ASM1472227v1_CDS_0477","GCA_014720295.1_ASM1472029v1_CDS_0490"
"GCA_014718155.1_ASM1471815v1_CDS_1815","cloud","","5","5","1.0","NA","NA","","","","224","452","406.4","GCA_014720715.1_ASM1472071v1_CDS_1889","GCA_014717695.1_ASM1471769v1_CDS_1729","GCA_014718155.1_ASM1471815v1_CDS_1815","GCA_014718535.1_ASM1471853v1_CDS_1840","","","","GCA_014717935.1_ASM1471793v1_CDS_1783","",""
"GCA_014718155.1_ASM1471815v1_CDS_1847","cloud","","3","3","1.0","NA","NA","","","","308","308","308.0","","GCA_014717695.1_ASM1471769v1_CDS_1765","GCA_014718155.1_ASM1471815v1_CDS_1847","","","GCA_014718955.1_ASM1471895v1_CDS_2009","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_2135","cloud","","2","2","1.0","NA","NA","","","","1187","1187","1187.0","","GCA_014717695.1_ASM1471769v1_CDS_2063","GCA_014718155.1_ASM1471815v1_CDS_2135","","","","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_2295","cloud","","2","2","1.0","NA","NA","","","","866","866","866.0","","GCA_014717695.1_ASM1471769v1_CDS_2222","GCA_014718155.1_ASM1471815v1_CDS_2295","","","","","","",""
"GCA_014718155.1_ASM1471815v1_CDS_2839","persistent","","9","9","1.0","NA","NA","","","","446","446","446.0","GCA_014720715.1_ASM1472071v1_CDS_2836","GCA_014717695.1_ASM1471769v1_CDS_2779","GCA_014718155.1_ASM1471815v1_CDS_2839","GCA_014718535.1_ASM1471853v1_CDS_2870","GCA_014719655.1_ASM1471965v1_CDS_2874","GCA_014718955.1_ASM1471895v1_CDS_2866","GCA_014718755.1_ASM1471875v1_CDS_3130","GCA_014717935.1_ASM1471793v1_CDS_2837","","GCA_014720295.1_ASM1472029v1_CDS_0981"
"GCA_014718155.1_ASM1471815v1_CDS_3064","cloud","","2","2","1.0","NA","NA","","","","293","293","293.0","","GCA_014717695.1_ASM1471769v1_CDS_3023","GCA_014718155.1_ASM1471815v1_CDS_3064","","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_0233","persistent","","10","10","1.0","NA","NA","","","","626","626","626.0","GCA_014720715.1_ASM1472071v1_CDS_0240","GCA_014717695.1_ASM1471769v1_CDS_0224","GCA_014718155.1_ASM1471815v1_CDS_0222","GCA_014718535.1_ASM1471853v1_CDS_0233","GCA_014719655.1_ASM1471965v1_CDS_0226","GCA_014718955.1_ASM1471895v1_CDS_0287","GCA_014718755.1_ASM1471875v1_CDS_0217","GCA_014717935.1_ASM1471793v1_CDS_0231","GCA_014722275.1_ASM1472227v1_CDS_3839","GCA_014720295.1_ASM1472029v1_CDS_3885"
"GCA_014718535.1_ASM1471853v1_CDS_0265","cloud","","2","2","1.0","NA","NA","","","","506","506","506.0","GCA_014720715.1_ASM1472071v1_CDS_0291","","","GCA_014718535.1_ASM1471853v1_CDS_0265","","","","","",""
"GCA_014718535.1_ASM1471853v1_CDS_0681","persistent","","10","10","1.0","NA","NA","","","","1733","1835","1824.8","GCA_014720715.1_ASM1472071v1_CDS_0710","GCA_014717695.1_ASM1471769v1_CDS_0635","GCA_014718155.1_ASM1471815v1_CDS_0637","GCA_014718535.1_ASM1471853v1_CDS_0681","GCA_014719655.1_ASM1471965v1_CDS_0650","GCA_014718955.1_ASM1471895v1_CDS_0703","GCA_014718755.1_ASM1471875v1_CDS_0625","GCA_014717935.1_ASM1471793v1_CDS_0674","GCA_014722275.1_ASM1472227v1_CDS_3425","GCA_014720295.1_ASM1472029v1_CDS_3468"
"GCA_014718955.1_ASM1471895v1_CDS_2482","cloud","","1","1","1.0","NA","NA","","","","326","326","326.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_2482","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_2738","cloud","","2","2","1.0","NA","NA","","","","317","467","392.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_2738","","GCA_014717935.1_ASM1471793v1_CDS_2702","",""
"GCA_014718955.1_ASM1471895v1_CDS_2802","cloud","","1","1","1.0","NA","NA","","","","905","905","905.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_2802","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_2834","persistent","","10","10","1.0","NA","NA","","","","440","440","440.0","GCA_014720715.1_ASM1472071v1_CDS_2805","GCA_014717695.1_ASM1471769v1_CDS_2752","GCA_014718155.1_ASM1471815v1_CDS_2811","GCA_014718535.1_ASM1471853v1_CDS_2841","GCA_014719655.1_ASM1471965v1_CDS_2844","GCA_014718955.1_ASM1471895v1_CDS_2834","GCA_014718755.1_ASM1471875v1_CDS_3098","GCA_014717935.1_ASM1471793v1_CDS_2808","GCA_014722275.1_ASM1472227v1_CDS_0989","GCA_014720295.1_ASM1472029v1_CDS_1014"
"GCA_014718955.1_ASM1471895v1_CDS_3123","cloud","","1","1","1.0","NA","NA","","","","500","500","500.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_3123","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_3251","cloud","","2","2","1.0","NA","NA","","","","236","236","236.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_3251","","GCA_014717935.1_ASM1471793v1_CDS_3950","",""
"GCA_014718955.1_ASM1471895v1_CDS_3315","cloud","","1","1","1.0","NA","NA","","","","389","389","389.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_3315","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_3763","cloud","","2","2","1.0","NA","NA","","","","743","743","743.0","","","","","GCA_014719655.1_ASM1471965v1_CDS_3768","GCA_014718955.1_ASM1471895v1_CDS_3763","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_3859","cloud","","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_3859","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_4019","cloud","","2","2","1.0","NA","NA","","","","1106","1106","1106.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_4019","","GCA_014717935.1_ASM1471793v1_CDS_3987","",""
"GCA_014718955.1_ASM1471895v1_CDS_4051","cloud","","2","2","1.0","NA","NA","","","","1031","1031","1031.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_4051","","GCA_014717935.1_ASM1471793v1_CDS_3915","",""
"GCA_014718955.1_ASM1471895v1_CDS_4083","cloud","","2","2","1.0","NA","NA","","","","269","269","269.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_4083","","GCA_014717935.1_ASM1471793v1_CDS_3883","",""
"GCA_014718955.1_ASM1471895v1_CDS_4147","cloud","","1","1","1.0","NA","NA","","","","1064","1064","1064.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_4147","","","",""
"GCA_014718955.1_ASM1471895v1_CDS_4243","shell","","7","8","1.14","NA","NA","","","","521","1685","1514.38","GCA_014720715.1_ASM1472071v1_CDS_3943","","","GCA_014718535.1_ASM1471853v1_CDS_3928","","GCA_014718955.1_ASM1471895v1_CDS_4243","GCA_014718755.1_ASM1471875v1_CDS_4194","GCA_014717935.1_ASM1471793v1_CDS_4232" "GCA_014717935.1_ASM1471793v1_CDS_3978","GCA_014722275.1_ASM1472227v1_CDS_4194","GCA_014720295.1_ASM1472029v1_CDS_4376"
"GCA_014718955.1_ASM1471895v1_CDS_4371","cloud","","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","GCA_014718955.1_ASM1471895v1_CDS_4371","","","",""
"GCA_014718755.1_ASM1471875v1_CDS_0081","shell","","4","4","1.0","NA","NA","","","","623","623","623.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_0081","GCA_014717935.1_ASM1471793v1_CDS_0083","GCA_014722275.1_ASM1472227v1_CDS_3992","GCA_014720295.1_ASM1472029v1_CDS_4028"
"GCA_014718755.1_ASM1471875v1_CDS_0305","persistent","","10","10","1.0","NA","NA","","","","1082","1082","1082.0","GCA_014720715.1_ASM1472071v1_CDS_0370","GCA_014717695.1_ASM1471769v1_CDS_0316","GCA_014718155.1_ASM1471815v1_CDS_0313","GCA_014718535.1_ASM1471853v1_CDS_0343","GCA_014719655.1_ASM1471965v1_CDS_0321","GCA_014718955.1_ASM1471895v1_CDS_0376","GCA_014718755.1_ASM1471875v1_CDS_0305","GCA_014717935.1_ASM1471793v1_CDS_0349","GCA_014722275.1_ASM1472227v1_CDS_3746","GCA_014720295.1_ASM1472029v1_CDS_3794"
"GCA_014718755.1_ASM1471875v1_CDS_0337","persistent","","10","13","1.3","NA","NA","","","","278","905","672.38","GCA_014720715.1_ASM1472071v1_CDS_0402","GCA_014717695.1_ASM1471769v1_CDS_0348" "GCA_014717695.1_ASM1471769v1_CDS_0349","GCA_014718155.1_ASM1471815v1_CDS_0347","GCA_014718535.1_ASM1471853v1_CDS_0376","GCA_014719655.1_ASM1471965v1_CDS_0355" "GCA_014719655.1_ASM1471965v1_CDS_0354","GCA_014718955.1_ASM1471895v1_CDS_0409","GCA_014718755.1_ASM1471875v1_CDS_0337","GCA_014717935.1_ASM1471793v1_CDS_0381","GCA_014722275.1_ASM1472227v1_CDS_3713","GCA_014720295.1_ASM1472029v1_CDS_3763" "GCA_014720295.1_ASM1472029v1_CDS_3762"
"GCA_014718755.1_ASM1471875v1_CDS_0369","persistent","","10","10","1.0","NA","NA","","","","311","311","311.0","GCA_014720715.1_ASM1472071v1_CDS_0434","GCA_014717695.1_ASM1471769v1_CDS_0380","GCA_014718155.1_ASM1471815v1_CDS_0379","GCA_014718535.1_ASM1471853v1_CDS_0407","GCA_014719655.1_ASM1471965v1_CDS_0385","GCA_014718955.1_ASM1471895v1_CDS_0443","GCA_014718755.1_ASM1471875v1_CDS_0369","GCA_014717935.1_ASM1471793v1_CDS_0414","GCA_014722275.1_ASM1472227v1_CDS_3681","GCA_014720295.1_ASM1472029v1_CDS_3731"
"GCA_014718755.1_ASM1471875v1_CDS_0497","persistent","","10","10","1.0","NA","NA","","","","611","1157","1102.4","GCA_014720715.1_ASM1472071v1_CDS_0563","GCA_014717695.1_ASM1471769v1_CDS_0502","GCA_014718155.1_ASM1471815v1_CDS_0503","GCA_014718535.1_ASM1471853v1_CDS_0538","GCA_014719655.1_ASM1471965v1_CDS_0512","GCA_014718955.1_ASM1471895v1_CDS_0573","GCA_014718755.1_ASM1471875v1_CDS_0497","GCA_014717935.1_ASM1471793v1_CDS_0539","GCA_014722275.1_ASM1472227v1_CDS_3556","GCA_014720295.1_ASM1472029v1_CDS_3602"
"GCA_014718755.1_ASM1471875v1_CDS_0529","persistent","","10","10","1.0","NA","NA","","","","473","494","491.9","GCA_014720715.1_ASM1472071v1_CDS_0599","GCA_014717695.1_ASM1471769v1_CDS_0534","GCA_014718155.1_ASM1471815v1_CDS_0535","GCA_014718535.1_ASM1471853v1_CDS_0573","GCA_014719655.1_ASM1471965v1_CDS_0549","GCA_014718955.1_ASM1471895v1_CDS_0605","GCA_014718755.1_ASM1471875v1_CDS_0529","GCA_014717935.1_ASM1471793v1_CDS_0571","GCA_014722275.1_ASM1472227v1_CDS_3524","GCA_014720295.1_ASM1472029v1_CDS_3569"
"GCA_014718755.1_ASM1471875v1_CDS_0593","persistent","","10","14","1.4","NA","NA","","","","404","1286","870.71","GCA_014720715.1_ASM1472071v1_CDS_0670" "GCA_014720715.1_ASM1472071v1_CDS_0671","GCA_014717695.1_ASM1471769v1_CDS_0601" "GCA_014717695.1_ASM1471769v1_CDS_0602","GCA_014718155.1_ASM1471815v1_CDS_0601","GCA_014718535.1_ASM1471853v1_CDS_0645" "GCA_014718535.1_ASM1471853v1_CDS_0644","GCA_014719655.1_ASM1471965v1_CDS_0617","GCA_014718955.1_ASM1471895v1_CDS_0671","GCA_014718755.1_ASM1471875v1_CDS_0593","GCA_014717935.1_ASM1471793v1_CDS_0641" "GCA_014717935.1_ASM1471793v1_CDS_0642","GCA_014722275.1_ASM1472227v1_CDS_3458","GCA_014720295.1_ASM1472029v1_CDS_3502"
"GCA_014718755.1_ASM1471875v1_CDS_0849","shell","","5","5","1.0","NA","NA","","","","326","335","333.2","","","","","GCA_014719655.1_ASM1471965v1_CDS_0897","","GCA_014718755.1_ASM1471875v1_CDS_0849","GCA_014717935.1_ASM1471793v1_CDS_0870","GCA_014722275.1_ASM1472227v1_CDS_3173","GCA_014720295.1_ASM1472029v1_CDS_3223"
"GCA_014718755.1_ASM1471875v1_CDS_0881","persistent","","10","10","1.0","NA","NA","","","","566","602","580.4","GCA_014720715.1_ASM1472071v1_CDS_0960","GCA_014717695.1_ASM1471769v1_CDS_0869","GCA_014718155.1_ASM1471815v1_CDS_0858","GCA_014718535.1_ASM1471853v1_CDS_0928","GCA_014719655.1_ASM1471965v1_CDS_0928","GCA_014718955.1_ASM1471895v1_CDS_1034","GCA_014718755.1_ASM1471875v1_CDS_0881","GCA_014717935.1_ASM1471793v1_CDS_0894","GCA_014722275.1_ASM1472227v1_CDS_3140","GCA_014720295.1_ASM1472029v1_CDS_3190"
"GCA_014718755.1_ASM1471875v1_CDS_1233","cloud","","1","2","2.0","NA","NA","","","","263","263","263.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_1233" "GCA_014718755.1_ASM1471875v1_CDS_1291","","",""
"GCA_014718755.1_ASM1471875v1_CDS_1265","cloud","","1","2","2.0","NA","NA","","","","278","278","278.0","","","","","","","GCA_014718755.1_ASM1471875v1_CDS_1326" "GCA_014718755.1_ASM1471875v1_CDS_1265","","",""
"GCA_014720715.1_ASM1472071v1_CDS_3249","cloud","","3","4","1.33","NA","NA","","","","128","128","128.0","GCA_014720715.1_ASM1472071v1_CDS_3249","","","","GCA_014719655.1_ASM1471965v1_CDS_3349" "GCA_014719655.1_ASM1471965v1_CDS_0862","GCA_014718955.1_ASM1471895v1_CDS_3318","","","",""
"GCA_014720715.1_ASM1472071v1_CDS_3473","persistent","","10","10","1.0","NA","NA","","","","1751","1763","1755.8","GCA_014720715.1_ASM1472071v1_CDS_3473","GCA_014717695.1_ASM1471769v1_CDS_3424","GCA_014718155.1_ASM1471815v1_CDS_3409","GCA_014718535.1_ASM1471853v1_CDS_3504","GCA_014719655.1_ASM1471965v1_CDS_3537","GCA_014718955.1_ASM1471895v1_CDS_3514","GCA_014718755.1_ASM1471875v1_CDS_3716","GCA_014717935.1_ASM1471793v1_CDS_3413","GCA_014722275.1_ASM1472227v1_CDS_0354","GCA_014720295.1_ASM1472029v1_CDS_0370"
"GCA_014720715.1_ASM1472071v1_CDS_3954","cloud","","1","1","1.0","NA","NA","","","","734","734","734.0","GCA_014720715.1_ASM1472071v1_CDS_3954","","","","","","","","",""
