"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_001278715.1_ASM127871v1","GCF_002165255.2_ASM216525v2","GCF_001647675.1_ASM164767v1","GCF_002688565.1_ASM268856v1","GCF_002934695.1_ASM293469v1","GCF_002165295.2_ASM216529v2","GCA_001581975.1_ASM158197v1","GCF_001612555.1_ASM161255v1","GCF_001696615.3_ASM169661v3","GCF_002165305.2_ASM216530v2"
"GCF_001612555.1_ASM161255v1_CDS_1944","cloud","","1","1","1.0","NA","NA","","","","494","494","494.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1944","",""
"GCF_001612555.1_ASM161255v1_CDS_1976","cloud","","1","1","1.0","NA","NA","","","","401","401","401.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1976","",""
"GCF_001612555.1_ASM161255v1_CDS_2040","cloud","","1","1","1.0","NA","NA","","","","326","326","326.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2040","",""
"GCF_001612555.1_ASM161255v1_CDS_2136","cloud","","1","1","1.0","NA","NA","","","","1082","1082","1082.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2136","",""
"GCF_001612555.1_ASM161255v1_CDS_2168","cloud","","1","1","1.0","NA","NA","","","","665","665","665.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2168","",""
"GCF_001612555.1_ASM161255v1_CDS_2200","cloud","","1","1","1.0","NA","NA","","","","185","185","185.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2200","",""
"GCF_001612555.1_ASM161255v1_CDS_2264","cloud","","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2264","",""
"GCF_001612555.1_ASM161255v1_CDS_2296","cloud","","1","1","1.0","NA","NA","","","","311","311","311.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2296","",""
"GCF_001612555.1_ASM161255v1_CDS_2360","cloud","","1","1","1.0","NA","NA","","","","497","497","497.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2360","",""
"GCF_001612555.1_ASM161255v1_CDS_2392","cloud","","1","1","1.0","NA","NA","","","","2684","2684","2684.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2392","",""
"GCF_001612555.1_ASM161255v1_CDS_2424","cloud","","4","4","1.0","NA","NA","","","","668","680","672.5","GCF_001278715.1_ASM127871v1_CDS_2279","","","","GCF_002934695.1_ASM293469v1_CDS_0472","","GCA_001581975.1_ASM158197v1_CDS_2580","GCF_001612555.1_ASM161255v1_CDS_2424","",""
"GCF_001612555.1_ASM161255v1_CDS_2456","cloud","","1","1","1.0","NA","NA","","","","1622","1622","1622.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2456","",""
"GCF_001612555.1_ASM161255v1_CDS_2488","cloud","","1","1","1.0","NA","NA","","","","1157","1157","1157.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2488","",""
"GCF_001612555.1_ASM161255v1_CDS_2552","cloud","","1","1","1.0","NA","NA","","","","641","641","641.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2552","",""
"GCF_001612555.1_ASM161255v1_CDS_2584","cloud","","1","1","1.0","NA","NA","","","","761","761","761.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2584","",""
"GCF_001612555.1_ASM161255v1_CDS_2616","cloud","","1","1","1.0","NA","NA","","","","890","890","890.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2616","",""
"GCF_001612555.1_ASM161255v1_CDS_2648","persistent","","10","10","1.0","NA","NA","","","","1130","1169","1134.2","GCF_001278715.1_ASM127871v1_CDS_2135","GCF_002165255.2_ASM216525v2_CDS_2093","GCF_001647675.1_ASM164767v1_CDS_1946","GCF_002688565.1_ASM268856v1_CDS_0474","GCF_002934695.1_ASM293469v1_CDS_0281","GCF_002165295.2_ASM216529v2_CDS_2759","GCA_001581975.1_ASM158197v1_CDS_0568","GCF_001612555.1_ASM161255v1_CDS_2648","GCF_001696615.3_ASM169661v3_CDS_2378","GCF_002165305.2_ASM216530v2_CDS_0477"
"GCF_001612555.1_ASM161255v1_CDS_2745","cloud","","1","1","1.0","NA","NA","","","","680","680","680.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2745","",""
"GCF_001612555.1_ASM161255v1_CDS_2841","cloud","","1","1","1.0","NA","NA","","","","743","743","743.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2841","",""
"GCF_001612555.1_ASM161255v1_CDS_2873","cloud","","1","1","1.0","NA","NA","","","","338","338","338.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2873","",""
"GCF_001612555.1_ASM161255v1_CDS_2905","cloud","","1","1","1.0","NA","NA","","","","2177","2177","2177.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2905","",""
"GCF_001612555.1_ASM161255v1_CDS_2937","persistent","","10","10","1.0","NA","NA","","","","617","617","617.0","GCF_001278715.1_ASM127871v1_CDS_1810","GCF_002165255.2_ASM216525v2_CDS_0208","GCF_001647675.1_ASM164767v1_CDS_0121","GCF_002688565.1_ASM268856v1_CDS_0820","GCF_002934695.1_ASM293469v1_CDS_2644","GCF_002165295.2_ASM216529v2_CDS_0227","GCA_001581975.1_ASM158197v1_CDS_0269","GCF_001612555.1_ASM161255v1_CDS_2937","GCF_001696615.3_ASM169661v3_CDS_2037","GCF_002165305.2_ASM216530v2_CDS_0219"
"GCF_001612555.1_ASM161255v1_CDS_3033","cloud","","1","1","1.0","NA","NA","","","","1703","1703","1703.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3033","",""
"GCF_001612555.1_ASM161255v1_CDS_3161","cloud","","1","1","1.0","NA","NA","","","","473","473","473.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3161","",""
"GCF_001612555.1_ASM161255v1_CDS_3226","cloud","","1","1","1.0","NA","NA","","","","344","344","344.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3226","",""
"GCF_001612555.1_ASM161255v1_CDS_3258","cloud","","1","1","1.0","NA","NA","","","","650","650","650.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3258","",""
"GCF_001612555.1_ASM161255v1_CDS_3290","cloud","","1","1","1.0","NA","NA","","","","1412","1412","1412.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3290","",""
"GCF_001612555.1_ASM161255v1_CDS_3322","cloud","","1","1","1.0","NA","NA","","","","335","335","335.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3322","",""
"GCF_001612555.1_ASM161255v1_CDS_3354","cloud","","1","1","1.0","NA","NA","","","","743","743","743.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3354","",""
"GCF_001612555.1_ASM161255v1_CDS_3386","cloud","","1","1","1.0","NA","NA","","","","1244","1244","1244.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3386","",""
"GCF_001612555.1_ASM161255v1_CDS_3418","cloud","","1","1","1.0","NA","NA","","","","530","530","530.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3418","",""
"GCF_001612555.1_ASM161255v1_CDS_3450","cloud","","1","1","1.0","NA","NA","","","","416","416","416.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3450","",""
"GCF_001612555.1_ASM161255v1_CDS_3482","cloud","","1","1","1.0","NA","NA","","","","698","698","698.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3482","",""
"GCF_001612555.1_ASM161255v1_CDS_3514","cloud","","1","1","1.0","NA","NA","","","","1190","1190","1190.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3514","",""
"GCF_001612555.1_ASM161255v1_CDS_3546","cloud","","1","1","1.0","NA","NA","","","","3230","3230","3230.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3546","",""
"GCF_001696615.3_ASM169661v3_CDS_0005","cloud","","1","1","1.0","NA","NA","","","","620","620","620.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0005",""
"GCF_002688565.1_ASM268856v1_CDS_1595","cloud","","1","1","1.0","NA","NA","","","","242","242","242.0","","","","GCF_002688565.1_ASM268856v1_CDS_1595","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1691","cloud","","1","1","1.0","NA","NA","","","","2717","2717","2717.0","","","","GCF_002688565.1_ASM268856v1_CDS_1691","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1885","cloud","","1","1","1.0","NA","NA","","","","605","605","605.0","","","","GCF_002688565.1_ASM268856v1_CDS_1885","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1949","cloud","","1","1","1.0","NA","NA","","","","344","344","344.0","","","","GCF_002688565.1_ASM268856v1_CDS_1949","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1981","cloud","","1","1","1.0","NA","NA","","","","737","737","737.0","","","","GCF_002688565.1_ASM268856v1_CDS_1981","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2013","cloud","","1","1","1.0","NA","NA","","","","362","362","362.0","","","","GCF_002688565.1_ASM268856v1_CDS_2013","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2109","cloud","","3","3","1.0","NA","NA","","","","1016","1028","1024.0","","","","GCF_002688565.1_ASM268856v1_CDS_2109","","GCF_002165295.2_ASM216529v2_CDS_1067","","","","GCF_002165305.2_ASM216530v2_CDS_2103"
"GCF_002688565.1_ASM268856v1_CDS_2173","cloud","","1","1","1.0","NA","NA","","","","770","770","770.0","","","","GCF_002688565.1_ASM268856v1_CDS_2173","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2237","cloud","","2","2","1.0","NA","NA","","","","890","890","890.0","","","","GCF_002688565.1_ASM268856v1_CDS_2237","GCF_002934695.1_ASM293469v1_CDS_1031","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2301","cloud","","1","1","1.0","NA","NA","","","","866","866","866.0","","","","GCF_002688565.1_ASM268856v1_CDS_2301","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2461","cloud","","1","1","1.0","NA","NA","","","","1061","1061","1061.0","","","","GCF_002688565.1_ASM268856v1_CDS_2461","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2525","cloud","","1","1","1.0","NA","NA","","","","299","299","299.0","","","","GCF_002688565.1_ASM268856v1_CDS_2525","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2557","cloud","","1","1","1.0","NA","NA","","","","476","476","476.0","","","","GCF_002688565.1_ASM268856v1_CDS_2557","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2653","cloud","","1","1","1.0","NA","NA","","","","275","275","275.0","","","","GCF_002688565.1_ASM268856v1_CDS_2653","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2685","persistent","","10","10","1.0","NA","NA","","","","1538","1541","1538.3","GCF_001278715.1_ASM127871v1_CDS_2775","GCF_002165255.2_ASM216525v2_CDS_1385","GCF_001647675.1_ASM164767v1_CDS_1100","GCF_002688565.1_ASM268856v1_CDS_2685","GCF_002934695.1_ASM293469v1_CDS_1461","GCF_002165295.2_ASM216529v2_CDS_1478","GCA_001581975.1_ASM158197v1_CDS_1629","GCF_001612555.1_ASM161255v1_CDS_1789","GCF_001696615.3_ASM169661v3_CDS_3431","GCF_002165305.2_ASM216530v2_CDS_1228"
"GCF_002688565.1_ASM268856v1_CDS_2717","persistent","","9","9","1.0","NA","NA","","","","224","242","228.33","GCF_001278715.1_ASM127871v1_CDS_2746","GCF_002165255.2_ASM216525v2_CDS_1258","GCF_001647675.1_ASM164767v1_CDS_1069","GCF_002688565.1_ASM268856v1_CDS_2717","GCF_002934695.1_ASM293469v1_CDS_1494","","GCA_001581975.1_ASM158197v1_CDS_2080","GCF_001612555.1_ASM161255v1_CDS_1800","GCF_001696615.3_ASM169661v3_CDS_3394","GCF_002165305.2_ASM216530v2_CDS_1483"
"GCF_002688565.1_ASM268856v1_CDS_2749","cloud","","3","3","1.0","NA","NA","","","","614","617","615.0","","","GCF_001647675.1_ASM164767v1_CDS_1029","GCF_002688565.1_ASM268856v1_CDS_2749","GCF_002934695.1_ASM293469v1_CDS_1524","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2813","cloud","","1","1","1.0","NA","NA","","","","455","455","455.0","","","","GCF_002688565.1_ASM268856v1_CDS_2813","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2877","cloud","","1","1","1.0","NA","NA","","","","248","248","248.0","","","","GCF_002688565.1_ASM268856v1_CDS_2877","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2909","cloud","","1","1","1.0","NA","NA","","","","905","905","905.0","","","","GCF_002688565.1_ASM268856v1_CDS_2909","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_3005","cloud","","1","4","4.0","NA","NA","","","","1148","1148","1148.0","","","","GCF_002688565.1_ASM268856v1_CDS_3136" "GCF_002688565.1_ASM268856v1_CDS_3134" "GCF_002688565.1_ASM268856v1_CDS_3005" "GCF_002688565.1_ASM268856v1_CDS_3007","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_3037","cloud","","1","1","1.0","NA","NA","","","","428","428","428.0","","","","GCF_002688565.1_ASM268856v1_CDS_3037","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_3069","cloud","","1","1","1.0","NA","NA","","","","767","767","767.0","","","","GCF_002688565.1_ASM268856v1_CDS_3069","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_3133","cloud","","1","3","3.0","NA","NA","","","","158","1352","708.0","","","","GCF_002688565.1_ASM268856v1_CDS_3004" "GCF_002688565.1_ASM268856v1_CDS_3133" "GCF_002688565.1_ASM268856v1_CDS_3003","","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_0105","cloud","","1","1","1.0","NA","NA","","","","1130","1130","1130.0","","","","","GCF_002934695.1_ASM293469v1_CDS_0105","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_0169","persistent","","10","10","1.0","NA","NA","","","","602","602","602.0","GCF_001278715.1_ASM127871v1_CDS_2002","GCF_002165255.2_ASM216525v2_CDS_0372","GCF_001647675.1_ASM164767v1_CDS_2053","GCF_002688565.1_ASM268856v1_CDS_1420","GCF_002934695.1_ASM293469v1_CDS_0169","GCF_002165295.2_ASM216529v2_CDS_0404","GCA_001581975.1_ASM158197v1_CDS_0440","GCF_001612555.1_ASM161255v1_CDS_2793","GCF_001696615.3_ASM169661v3_CDS_2238","GCF_002165305.2_ASM216530v2_CDS_0352"
"GCF_002934695.1_ASM293469v1_CDS_0331","cloud","","1","1","1.0","NA","NA","","","","557","557","557.0","","","","","GCF_002934695.1_ASM293469v1_CDS_0331","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_0363","persistent","","10","12","1.2","NA","NA","","","","1643","1658","1645.0","GCF_001278715.1_ASM127871v1_CDS_0933","GCF_002165255.2_ASM216525v2_CDS_2011","GCF_001647675.1_ASM164767v1_CDS_1868","GCF_002688565.1_ASM268856v1_CDS_1568","GCF_002934695.1_ASM293469v1_CDS_0363","GCF_002165295.2_ASM216529v2_CDS_0653","GCA_001581975.1_ASM158197v1_CDS_0639","GCF_001612555.1_ASM161255v1_CDS_2548","GCF_001696615.3_ASM169661v3_CDS_0983" "GCF_001696615.3_ASM169661v3_CDS_2451","GCF_002165305.2_ASM216530v2_CDS_2403" "GCF_002165305.2_ASM216530v2_CDS_0578"
"GCF_002934695.1_ASM293469v1_CDS_0459","cloud","","1","1","1.0","NA","NA","","","","152","152","152.0","","","","","GCF_002934695.1_ASM293469v1_CDS_0459","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_0491","cloud","","1","1","1.0","NA","NA","","","","644","644","644.0","","","","","GCF_002934695.1_ASM293469v1_CDS_0491","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_0524","cloud","","1","1","1.0","NA","NA","","","","614","614","614.0","","","","","GCF_002934695.1_ASM293469v1_CDS_0524","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_0750","cloud","","3","3","1.0","NA","NA","","","","710","713","711.0","","","GCF_001647675.1_ASM164767v1_CDS_1548","GCF_002688565.1_ASM268856v1_CDS_1915","GCF_002934695.1_ASM293469v1_CDS_0750","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_0814","persistent","","8","9","1.12","NA","NA","","","","383","1352","1196.33","GCF_001278715.1_ASM127871v1_CDS_0497","","GCF_001647675.1_ASM164767v1_CDS_1496","GCF_002688565.1_ASM268856v1_CDS_2023","GCF_002934695.1_ASM293469v1_CDS_0814","GCF_002165295.2_ASM216529v2_CDS_2168","GCA_001581975.1_ASM158197v1_CDS_1215" "GCA_001581975.1_ASM158197v1_CDS_1214","","GCF_001696615.3_ASM169661v3_CDS_0704","GCF_002165305.2_ASM216530v2_CDS_0946"
"GCF_002934695.1_ASM293469v1_CDS_0878","cloud","","1","1","1.0","NA","NA","","","","494","494","494.0","","","","","GCF_002934695.1_ASM293469v1_CDS_0878","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_0910","cloud","","4","5","1.25","NA","NA","","","","1004","1007","1005.8","","","GCF_001647675.1_ASM164767v1_CDS_2662","GCF_002688565.1_ASM268856v1_CDS_0917","GCF_002934695.1_ASM293469v1_CDS_0910" "GCF_002934695.1_ASM293469v1_CDS_1360","","GCA_001581975.1_ASM158197v1_CDS_3868","","",""
"GCF_002934695.1_ASM293469v1_CDS_1006","cloud","","1","1","1.0","NA","NA","","","","908","908","908.0","","","","","GCF_002934695.1_ASM293469v1_CDS_1006","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1070","shell","","7","7","1.0","NA","NA","","","","1001","1022","1006.14","GCF_001278715.1_ASM127871v1_CDS_0271","","","GCF_002688565.1_ASM268856v1_CDS_2273","GCF_002934695.1_ASM293469v1_CDS_1070","GCF_002165295.2_ASM216529v2_CDS_1271","","GCF_001612555.1_ASM161255v1_CDS_1961","GCF_001696615.3_ASM169661v3_CDS_0388","GCF_002165305.2_ASM216530v2_CDS_1119"
"GCF_002934695.1_ASM293469v1_CDS_1134","cloud","","1","1","1.0","NA","NA","","","","1097","1097","1097.0","","","","","GCF_002934695.1_ASM293469v1_CDS_1134","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1167","cloud","","1","1","1.0","NA","NA","","","","530","530","530.0","","","","","GCF_002934695.1_ASM293469v1_CDS_1167","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1199","cloud","","1","1","1.0","NA","NA","","","","710","710","710.0","","","","","GCF_002934695.1_ASM293469v1_CDS_1199","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1263","cloud","","1","1","1.0","NA","NA","","","","257","257","257.0","","","","","GCF_002934695.1_ASM293469v1_CDS_1263","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1295","cloud","","1","1","1.0","NA","NA","","","","839","839","839.0","","","","","GCF_002934695.1_ASM293469v1_CDS_1295","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1359","cloud","","4","6","1.5","NA","NA","","","","1157","1157","1157.0","","","GCF_001647675.1_ASM164767v1_CDS_2663","GCF_002688565.1_ASM268856v1_CDS_0916","GCF_002934695.1_ASM293469v1_CDS_1359" "GCF_002934695.1_ASM293469v1_CDS_0911","","GCA_001581975.1_ASM158197v1_CDS_0130" "GCA_001581975.1_ASM158197v1_CDS_3869","","",""
"GCF_002934695.1_ASM293469v1_CDS_1391","cloud","","1","1","1.0","NA","NA","","","","1808","1808","1808.0","","","","","GCF_002934695.1_ASM293469v1_CDS_1391","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1487","cloud","","2","2","1.0","NA","NA","","","","359","359","359.0","","","","GCF_002688565.1_ASM268856v1_CDS_2711","GCF_002934695.1_ASM293469v1_CDS_1487","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1551","cloud","","1","1","1.0","NA","NA","","","","275","275","275.0","","","","","GCF_002934695.1_ASM293469v1_CDS_1551","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_1615","cloud","","3","3","1.0","NA","NA","","","","710","725","715.0","GCF_001278715.1_ASM127871v1_CDS_0409","","","GCF_002688565.1_ASM268856v1_CDS_2837","GCF_002934695.1_ASM293469v1_CDS_1615","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2756","cloud","","2","2","1.0","NA","NA","","","","275","284","279.5","","","GCF_001647675.1_ASM164767v1_CDS_2756","GCF_002688565.1_ASM268856v1_CDS_3084","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2788","cloud","","1","1","1.0","NA","NA","","","","956","956","956.0","","","GCF_001647675.1_ASM164767v1_CDS_2788","","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2820","cloud","","2","2","1.0","NA","NA","","","","1313","1316","1314.5","","","GCF_001647675.1_ASM164767v1_CDS_2820","GCF_002688565.1_ASM268856v1_CDS_3091","","","","","",""
"GCF_001647675.1_ASM164767v1_CDS_2852","cloud","","1","1","1.0","NA","NA","","","","161","161","161.0","","","GCF_001647675.1_ASM164767v1_CDS_2852","","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0092","cloud","","1","1","1.0","NA","NA","","","","461","461","461.0","","","","GCF_002688565.1_ASM268856v1_CDS_0092","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0220","cloud","","2","2","1.0","NA","NA","","","","581","605","593.0","","","","GCF_002688565.1_ASM268856v1_CDS_0220","GCF_002934695.1_ASM293469v1_CDS_2022","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0252","cloud","","1","1","1.0","NA","NA","","","","1139","1139","1139.0","","","","GCF_002688565.1_ASM268856v1_CDS_0252","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0284","cloud","","1","1","1.0","NA","NA","","","","2111","2111","2111.0","","","","GCF_002688565.1_ASM268856v1_CDS_0284","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0412","cloud","","1","1","1.0","NA","NA","","","","1118","1118","1118.0","","","","GCF_002688565.1_ASM268856v1_CDS_0412","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0476","persistent","","10","10","1.0","NA","NA","","","","1898","1901","1899.8","GCF_001278715.1_ASM127871v1_CDS_2133","GCF_002165255.2_ASM216525v2_CDS_2095","GCF_001647675.1_ASM164767v1_CDS_1948","GCF_002688565.1_ASM268856v1_CDS_0476","GCF_002934695.1_ASM293469v1_CDS_0279","GCF_002165295.2_ASM216529v2_CDS_2761","GCA_001581975.1_ASM158197v1_CDS_0566","GCF_001612555.1_ASM161255v1_CDS_2650","GCF_001696615.3_ASM169661v3_CDS_2376","GCF_002165305.2_ASM216530v2_CDS_0475"
"GCF_002688565.1_ASM268856v1_CDS_0508","cloud","","1","1","1.0","NA","NA","","","","611","611","611.0","","","","GCF_002688565.1_ASM268856v1_CDS_0508","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0572","cloud","","1","1","1.0","NA","NA","","","","551","551","551.0","","","","GCF_002688565.1_ASM268856v1_CDS_0572","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0636","cloud","","1","1","1.0","NA","NA","","","","461","461","461.0","","","","GCF_002688565.1_ASM268856v1_CDS_0636","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0796","cloud","","1","1","1.0","NA","NA","","","","1193","1193","1193.0","","","","GCF_002688565.1_ASM268856v1_CDS_0796","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_0988","cloud","","1","1","1.0","NA","NA","","","","572","572","572.0","","","","GCF_002688565.1_ASM268856v1_CDS_0988","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1020","cloud","","1","1","1.0","NA","NA","","","","1010","1010","1010.0","","","","GCF_002688565.1_ASM268856v1_CDS_1020","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1052","cloud","","1","1","1.0","NA","NA","","","","1352","1352","1352.0","","","","GCF_002688565.1_ASM268856v1_CDS_1052","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1084","persistent","","9","9","1.0","NA","NA","","","","1022","1028","1023.33","GCF_001278715.1_ASM127871v1_CDS_1539","GCF_002165255.2_ASM216525v2_CDS_0037","GCF_001647675.1_ASM164767v1_CDS_2421","GCF_002688565.1_ASM268856v1_CDS_1084","GCF_002934695.1_ASM293469v1_CDS_2912","GCF_002165295.2_ASM216529v2_CDS_0052","GCA_001581975.1_ASM158197v1_CDS_0034","","GCF_001696615.3_ASM169661v3_CDS_1789","GCF_002165305.2_ASM216530v2_CDS_0052"
"GCF_002688565.1_ASM268856v1_CDS_1116","cloud","","2","2","1.0","NA","NA","","","","1847","1850","1848.5","","","GCF_001647675.1_ASM164767v1_CDS_2398","GCF_002688565.1_ASM268856v1_CDS_1116","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1148","cloud","","1","1","1.0","NA","NA","","","","704","704","704.0","","","","GCF_002688565.1_ASM268856v1_CDS_1148","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1180","cloud","","1","1","1.0","NA","NA","","","","824","824","824.0","","","","GCF_002688565.1_ASM268856v1_CDS_1180","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1212","cloud","","1","1","1.0","NA","NA","","","","1139","1139","1139.0","","","","GCF_002688565.1_ASM268856v1_CDS_1212","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1276","cloud","","2","2","1.0","NA","NA","","","","1349","1349","1349.0","","","","GCF_002688565.1_ASM268856v1_CDS_1276","GCF_002934695.1_ASM293469v1_CDS_3152","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1596","cloud","","2","2","1.0","NA","NA","","","","713","713","713.0","","","","GCF_002688565.1_ASM268856v1_CDS_1596","GCF_002934695.1_ASM293469v1_CDS_0389","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1660","cloud","","1","1","1.0","NA","NA","","","","680","680","680.0","","","","GCF_002688565.1_ASM268856v1_CDS_1660","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1692","cloud","","1","1","1.0","NA","NA","","","","92","92","92.0","","","","GCF_002688565.1_ASM268856v1_CDS_1692","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1822","cloud","","1","1","1.0","NA","NA","","","","278","278","278.0","","","","GCF_002688565.1_ASM268856v1_CDS_1822","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1854","cloud","","1","1","1.0","NA","NA","","","","1793","1793","1793.0","","","","GCF_002688565.1_ASM268856v1_CDS_1854","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_1950","cloud","","1","1","1.0","NA","NA","","","","917","917","917.0","","","","GCF_002688565.1_ASM268856v1_CDS_1950","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2014","cloud","","2","2","1.0","NA","NA","","","","665","671","668.0","","","","GCF_002688565.1_ASM268856v1_CDS_2014","GCF_002934695.1_ASM293469v1_CDS_0804","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2110","cloud","","1","1","1.0","NA","NA","","","","1214","1214","1214.0","","","","GCF_002688565.1_ASM268856v1_CDS_2110","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2142","cloud","","1","1","1.0","NA","NA","","","","596","596","596.0","","","","GCF_002688565.1_ASM268856v1_CDS_2142","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2174","cloud","","1","1","1.0","NA","NA","","","","2045","2045","2045.0","","","","GCF_002688565.1_ASM268856v1_CDS_2174","","","","","",""
"GCF_002688565.1_ASM268856v1_CDS_2238","cloud","","1","1","1.0","NA","NA","","","","431","431","431.0","","","","GCF_002688565.1_ASM268856v1_CDS_2238","","","","","",""
